id_poste_livraison,id_parc,nom_usuel,code_insee,nom_commune,code_dept,code_reg,x_poste_livraison,y_poste_livraison,epsg,etat_parc,statut_parc,date_maj
0003012346_PL1,0003012346,Parc éolien du Champ de l'Epée II,10386,TROUANS,10,44,785029.9,6.837854e+06,2154,En construction,Autorisé,2025-01-13 00:00:00
0006606182_PL2,0006606182,RAZ Energie 3 - SAS BKW France,11421,VILLEDAIGNE,11,76,687415.25,6.2341525e+06,2154,En exploitation,Autorisé,2024-07-23 00:00:00
0003014162_PL1,0003014162,parc éolien des Portes de Champagne 2,51258,LA FORESTIERE,51,44,741917,6.840663e+06,2154,,En instruction,2022-10-21 00:00:00
0007209519_PL1,0007209519,Ferme éolienne de Marsais 2,17221,MARSAIS,17,75,417362.7,6.562779e+06,2154,En exploitation,Autorisé,2023-02-06 00:00:00
0005704362_PL1,0005704362,ENERGIE DU PORCIEN SASU,08380,SAINT-FERGEUX,08,44,791196.3,6.9403865e+06,2154,En exploitation,Autorisé,2025-12-15 00:00:00
0003014610_PL1,0003014610,Parc éolien des Cinq Poiriers,55207,GERY,55,44,869675,6.857107e+06,2154,En attente de construction,Autorisé,2025-01-09 00:00:00
0007209568_PL1,0007209568,Régie d'Energie Eolienne (REE),17266,LES NOUILLERS,17,75,418484.72,6.5424595e+06,2154,,En instruction,2022-12-13 00:00:00
0003012123_PL1,0003012123,EOLE HSR,08210,HANNOGNE-SAINT-REMY,08,44,781900,6.948459e+06,2154,En attente de construction,Autorisé,2025-03-24 00:00:00
0005704232_PL4,0005704232,Mont de Bezard,10365,SALON,10,44,778360,6.840345e+06,2154,En attente de construction,Autorisé,2024-08-22 00:00:00
0006605543_PL1,0006605543,Parc Eolien de Villesèque 2,11436,VILLESEQUE DES CORBIERES,11,76,690844.6,6.211998e+06,2154,En exploitation,Autorisé,2023-04-04 00:00:00
0006209316_PL2,0006209316,Parc éolien de Rumont Haut de Bane,55446,RUMONT,55,44,868075,6.861668e+06,2154,En attente de construction,Autorisé,2023-10-16 00:00:00
0005517885_PL1,0005517885,Eoliennes Kerherhal 2 SNC,29196,PLOUGUIN,29,53,137997,6.853978e+06,2154,,En instruction,2023-02-17 00:00:00
0005107266_PL1,0005107266,Parc éolien d'Autremencourt,02545,LA NEUVILLE-BOSMONT,02,32,759036.75,6.9558825e+06,2154,En exploitation,Autorisé,2026-02-16 10:53:15.744
0010011448_PL1,0010011448,Centrale Eolienne Nord Val de L'Indre,36218,SOUGE,36,24,585093,6.650457e+06,2154,En attente de construction,Autorisé,2022-10-21 00:00:00
0005704380_PL2,0005704380,Somme-Soude Trécon,51638,VILLESENEUX,51,44,781562,6.862839e+06,2154,En exploitation,Autorisé,2023-03-30 00:00:00
0005306897_PL1,0005306897,Parc Eolien de Conteville,14005,VALAMBRAY,14,28,462058,6.892416e+06,2154,En exploitation,Autorisé,2024-04-26 00:00:00
0005704328_PL1,0005704328,Parc éolien des Eparmonts,52066,BRACHAY,52,44,853883.8,6.813354e+06,2154,En exploitation,Autorisé,2023-10-23 00:00:00
0007005498_PL4,0007005498,LE CAUDRESIS,59533,ST HILAIRE LEZ CAMBRAI,59,32,728274,7.007799e+06,2154,En exploitation,Autorisé,2026-01-16 09:28:03.813
0005704352_PL1,0005704352,THIERACHE,02660,ROUVROY-SUR-SERRE,02,32,786791,6.9568185e+06,2154,En construction,Autorisé,2025-08-04 00:00:00
0003800453_PL2,0003800453,SAS Énergie des Ronchères,02385,HOUSSET,02,32,748571,6.967354e+06,2154,En exploitation,Autorisé,2024-05-16 00:00:00
0005602698_PL1,0005602698,Parc éolien de la Luzette Energies,46311,SOUSCEYRAC-EN-QUERCY,46,76,629379.2,6.418399e+06,2154,En exploitation,Autorisé,2022-11-30 00:00:00
0006209338_PL3,0006209338,la Valette,55040,BEAUSITE,55,44,861633,6.87353e+06,2154,En attente de construction,Autorisé,2025-02-07 00:00:00
0007005481_PL1,0007005481,PARC EOLIEN des ROSSIGNOLS,62824,TORTEFONTAINE,62,32,622396.94,7.028549e+06,2154,En exploitation,Autorisé,2023-02-07 00:00:00
0005108405_PL1,0005108405,LES VENTS DE PICARDIE (BORALEX),80507,MARCELCAVE,80,32,670865,6.973163e+06,2154,En exploitation,Autorisé,2025-02-12 00:00:00
0005107325_PL1,0005107325,Ferme éolienne du Val de Noye 1,80758,THORY,80,32,655617.2,6.9585385e+06,2154,En exploitation,Autorisé,2023-02-06 00:00:00
0005306825_PL1,0005306825,CENTRALE EOLIENNE DES SABLONS,14025,AUBIGNY,14,28,465701,6.873759e+06,2154,En exploitation,Autorisé,2022-12-26 00:00:00
0003801071_PL1,0003801071,PARC EOLIEN DE LA CROIX DOREE,62093,BEAULENCOURT,62,32,689805.7,6.9953095e+06,2154,,En instruction,2023-03-16 00:00:00
0005704598_PL2,0005704598,Sud Marne,51276,GOURGANCON,51,44,772663.25,6.844148e+06,2154,En exploitation,Autorisé,2023-05-24 00:00:00
0005108212_PL1,0005108212,PARC EOLIEN ENERGIE LA BOULE BLEUE WPD,80487,LONGAVESNES,80,32,705857,6.984905e+06,2154,En exploitation,Autorisé,2024-05-16 00:00:00
0100001164_PL3,0100001164,CHAMP DU LOUP,21160,CHAUME-LES-BAIGNEUX,21,27,816770,6.722502e+06,2154,,En instruction,2024-05-30 00:00:00
0100000374_PL1,0100000374,Parc éolien des Sceaux,76749,WANCHY-CAPVAL,76,28,585030,6.975701e+06,2154,En construction,Autorisé,2025-07-08 00:00:00
0100003290_PL1,0100003290,Parc éolien de Raillimont,02634,RAILLIMONT,02,32,783796.9,6.956124e+06,2154,,En instruction,2022-11-24 00:00:00
0100047794_PL1,0100047794,BOIS MADAME,02757,VADENCOURT,02,32,740977,6.982371e+06,2154,,En instruction,2024-06-04 00:00:00
0100000700_PL1,0100000700,TERRE ROUGE,02341,GERCY,02,32,763958.25,6.9677055e+06,2154,,En instruction,2023-02-14 00:00:00
0005704715_PL3,0005704715,Parc éolien de la Cote Notre Dame,10430,VILLIERS HERBISSE,10,44,783750.9,6.8344715e+06,2154,En exploitation,Autorisé,2025-01-13 00:00:00
0006004418_PL1,0006004418,LES LANDES ENERGIES,87139,ST BONNET DE BELLAC,87,75,538735,6.564505e+06,2154,En exploitation,Autorisé,2022-12-12 00:00:00
0100017119_PL2,0100017119,Projet éolien des Quatre Vents,85061,CHATEAU-GUIBERT,85,52,378649,6.619048e+06,2154,En attente de construction,Autorisé,2025-09-29 00:00:00
0003801243_PL1,0003801243,Parc Eolien LE GRAND CERISIER,02204,COINGT,02,32,772957,6.966404e+06,2154,,En instruction,2023-02-14 00:00:00
0100283568_PL2,0100283568,PARC EOLIEN DES BAUMES,88385,REMONCOURT,88,44,930447,6.794168e+06,2154,,En instruction,2026-01-30 11:31:28.021155
0005521816_PL1,0005521816,SEE Tremorel,22371,TREMOREL,22,53,307031.53,6.7975215e+06,2154,En exploitation,Autorisé,2025-02-24 00:00:00
0006809877_PL1,0006809877,SNC FERME EOLIENNE DES CUQ-SERVIES,81075,CUQ,81,76,624115,6.285968e+06,2154,En exploitation,Autorisé,2026-02-24 13:24:05.655439
0006306492_PL1,0006306492,Château Gontier Meslay Grez,53036,BOUERE,53,52,427612.38,6.7562065e+06,2154,,En instruction,2025-08-28 00:00:00
0100046559_PL1,0100046559,FERME EOLIENNE DES BUCHETTES,36194,ST GENOU,36,24,575216.44,6.6465435e+06,2154,,En instruction,2024-06-27 00:00:00
0003014088_PL1,0003014088,QUADRAN,51099,BUSSY LETTREE,51,44,794092.9,6.8565135e+06,2154,,En instruction,2022-10-24 00:00:00
0003103971_PL2,0003103971,Ferme éolienne de Ruffec,16292,RUFFEC,16,75,483210,6.554566e+06,2154,En attente de construction,Autorisé,2025-02-14 00:00:00
0007209562_PL1,0007209562,FERME EOLIENNE DE MOQUEPANIER,16377,LA TACHE,16,75,492758,6.532936e+06,2154,En exploitation,Autorisé,2023-01-05 00:00:00
0000000044_PL1,0000000044,FERME EOLIENNE DE LA CERISAIE,79061,CELLES-SUR-BELLE,79,75,451806,6.571919e+06,2154,En attente de construction,Autorisé,2022-12-02 00:00:00
0100000371_PL1,0100000371,PARC EOLIEN DES AILES DU GATINAIS,45332,VARENNES-CHANGY,45,24,676285.44,6.753312e+06,2154,En attente de construction,Autorisé,2023-11-03 00:00:00
0100000260_PL1,0100000260,Parc éolien de la Croisée de Chabanne,86064,CHATEAU GARNIER,86,75,501201,6.572783e+06,2154,,En instruction,2022-10-20 00:00:00
0005517594_PL2,0005517594,SAS SEPE de MOREAC,56140,MOREAC,56,53,269060,6.776478e+06,2154,En exploitation,Autorisé,2023-11-20 00:00:00
0006605556_PL1,0006605556,Parc Eolien de Luc sur Orbieu,11210,LUC SUR ORBIEU,11,76,684373,6.230804e+06,2154,En construction,Autorisé,2026-01-13 08:01:20.037
0005108091_PL3,0005108091,PARC EOLIEN DE L'ENSINET,02618,PREMONT,02,32,726109.4,6.9902875e+06,2154,En exploitation,Autorisé,2023-11-09 00:00:00
0005107658_PL2,0005107658,BORALEX - Bougainville Repowering,80119,BOUGAINVILLE,80,32,631252,6.972399e+06,2154,En exploitation,Autorisé,2026-01-15 16:12:55.327
0010012679_PL1,0010012679,CENTRALE EOLIENNE LE BOIS VIOLETTE VOLV,28025,BARMAINVILLE,28,24,620169.56,6.794902e+06,2154,En exploitation,Autorisé,2022-12-23 00:00:00
0003103721_PL2,0003103721,Parc éolien de Bersac-sur-Rivalier,87013,BERSAC-SUR-RIVALIER,87,75,576257.6,6.553618e+06,2154,,En instruction,2023-02-23 00:00:00
0100000778_PL1,0100000778,LES PETITS BOIS,70297,LARRET,70,27,899233,6.727253e+06,2154,En attente de construction,Autorisé,2024-05-21 00:00:00
0100001144_PL1,0100001144,SAINT BLIN / SEMILLY,52468,SEMILLY,52,44,879160,6.798288e+06,2154,,En instruction,2023-09-27 00:00:00
0100041444_PL2,0100041444,Les Moulins du Bois Robin,28410,VILLAMPUY,28,24,589900,6.771828e+06,2154,En attente de construction,Autorisé,2026-01-23 12:59:21.054
0005805486_PL1,0005805486,ENERGIES DES LONGS CHAMPS,76133,LE BOURG DUN,76,28,550234,6.975589e+06,2154,En exploitation,Autorisé,2024-05-16 00:00:00
0005517845_PL1,0005517845,Neo plouvien SAS,29209,PLOUVIEN,29,53,151087.73,6.85398e+06,2154,En exploitation,Autorisé,2023-02-28 00:00:00
0003013678_PL3,0003013678,VELYE,51603,VELYE,51,44,785132,6.867622e+06,2154,,En instruction,2024-10-29 00:00:00
0003103660_PL1,0003103660,PARC EOLIEN DU MOULIN A VENT (NEOEN),87206,VILLEFAVARD,87,75,562619.4,6.5681395e+06,2154,En attente de construction,Autorisé,2022-10-19 00:00:00
0100000785_PL1,0100000785,PARC EOLIEN LES CHEVALIERS,16008,AMBERAC,16,75,470376,6.534449e+06,2154,,En instruction,2022-11-29 00:00:00
0100000123_PL1,0100000123,SAINT MAURICE EN RIVIERE,71462,SAINT-MAURICE-EN-RIVIERE,71,27,853535,6.639658e+06,2154,,En instruction,2023-10-16 00:00:00
0100000187_PL4,0100000187,Éoliennes des Stellaires,18137,MAREUIL SUR ARNON,18,24,635833,6.645769e+06,2154,En attente de construction,Autorisé,2025-03-28 00:00:00
0003902046_PL2,0003902046,PLAINE DU TORS 2,76072,BELLEVILLE-EN-CAUX,76,28,555883,6.958067e+06,2154,En construction,Autorisé,2025-10-16 00:00:00
0003302394_PL1,0003302394,CENTRALE EOLIENNE DE VERDONNET-JULLY,89210,JULLY,89,27,798809.56,6.7392555e+06,2154,En attente de construction,Autorisé,2022-10-21 00:00:00
0003801112_PL3,0003801112,PE DU SUD ARTOIS,62117,BERTINCOURT,62,32,697240.8,6.998334e+06,2154,En attente de construction,Autorisé,2023-09-13 00:00:00
0003104502_PL1,0003104502,Parc éolien du Mirebalais,86271,THURAGEAU,86,75,490150,6.63779e+06,2154,En attente de construction,Autorisé,2023-02-22 00:00:00
0100004523_PL1,0100004523,PARC EOLIEN DU CHAMP DE L'ALOUETTE,51306,JOISELLE,51,44,738075.25,6.8515455e+06,2154,,En instruction,2022-12-22 00:00:00
0100298555_PL2,0100298555,PARC EOLIEN DE FRANQUEVILLE,02331,FRANQUEVILLE,02,32,757203.75,6.969318e+06,2154,,En instruction,2026-01-30 11:36:07.820447
0007211997_PL2,0007211997,CEPE LES LORETTES,16066,BROSSAC,16,75,462213,6.470381e+06,2154,En attente de construction,Autorisé,2022-10-21 00:00:00
0005704308_PL1,0005704308,Orme en Champagne,51340,MAISONS EN CHAMPAGNE,51,44,812265,6.851328e+06,2154,En exploitation,Autorisé,2025-06-05 00:00:00
0007005576_PL1,0007005576,SAINT PATRICK Valhuon,62462,HUCLIER,62,32,654420,7.03906e+06,2154,En attente de construction,Autorisé,2026-02-12 09:58:35.450673
0007300567_PL1,0007300567,CORSEOL SA,2B049,CALENZANA,2B,94,1.1672681e+06,6.1742415e+06,2154,En construction,Autorisé,2025-05-23 00:00:00
0003012835_PL2,0003012835,CEPE LE LANGROIS,52092,CHALANCEY,52,44,863840,6.737849e+06,2154,En exploitation,Autorisé,2024-06-04 00:00:00
0003800146_PL2,0003800146,Vermandovillers et Lihons 1 (Engie Green),80789,VERMANDOVILLERS,80,32,682603,6.970245e+06,2154,En exploitation,Autorisé,2023-08-16 00:00:00
0003013044_PL2,0003013044,Chaintrix-Bierges,51107,CHAINTRIX-BIERGES,51,44,780908,6.864692e+06,2154,En exploitation,Autorisé,2025-08-12 00:00:00
0003104251_PL2,0003104251,Parc éolien de la Plaine de Beauvais,86189,PAYROUX,86,75,503300,6.570378e+06,2154,En attente de construction,Autorisé,2022-10-20 00:00:00
0005704624_PL1,0005704624,Les Renardieres SAS,10004,ALLIBAUDIERES,10,44,779108.9,6.8299215e+06,2154,En exploitation,Autorisé,2022-12-27 00:00:00
0005704356_PL1,0005704356,PARC EOLIEN DE TARZY,08319,NEUVILLE LEZ BEAULIEU,08,44,793204.5,6.974049e+06,2154,En exploitation,Autorisé,2025-09-23 00:00:00
0005107647_PL1,0005107647,Ferme Eolienne de la Haute Epine,02281,L EPINE AUX BOIS,02,32,734531.44,6.866778e+06,2154,En exploitation,Autorisé,2026-02-20 13:27:39.628916
0100003214_PL2,0100003214,LES EOLIENNES DE VVP,54435,PRENY,54,44,914893,6.87727e+06,2154,En attente de construction,Autorisé,2026-02-16 16:35:06.718485
0100033737_PL1,0100033737,CENTRALE EOLIENNE PARK AVEL KALLAG,22025,CALLAC,22,53,225865.3,6.8339735e+06,2154,,En instruction,2023-12-15 00:00:00
0005403272_PL1,0005403272,SEPE LUDMILA,58213,POUGNY,58,27,702921,6.699748e+06,2154,En exploitation,Autorisé,2025-07-01 00:00:00
0003900584_PL2,0003900584,Centrale éolienne de la Houssaye,76369,LA HOUSSAYE-BERANGER,76,28,562212,6.95172e+06,2154,En exploitation,Autorisé,2022-12-23 00:00:00
0005108044_PL1,0005108044,MONNES ENERGIES,02496,MONNES,02,32,718101.56,6.894685e+06,2154,En exploitation,Autorisé,2026-02-02 09:58:48.573
0006308718_PL1,0006308718,Parc éolien Eolandes Teillé - Trans sur Erdre,44202,TEILLE,44,52,375902.4,6.717138e+06,2154,En attente de construction,Autorisé,2024-09-19 00:00:00
0003800318_PL3,0003800318,COEUR DE PICARDIE,80144,BROUCHY,80,32,707250,6.95642e+06,2154,,En instruction,2023-10-16 00:00:00
0100283176_PL3,0100283176,EOLE DE CROIX LANGLET,08380,SAINT-FERGEUX,08,44,784002,6.943335e+06,2154,,En instruction,2025-02-10 00:00:00
0006112720_PL1,0006112720,ALBATROS ENERGIE,26020,LA REPARA AURIPLES,26,84,857443.8,6.395519e+06,2154,En exploitation,Autorisé,2025-02-12 00:00:00
0003802440_PL1,0003802440,QUADRAN EOLIENNES CHAUSSEE BRUNHAUT 4,60390,MAULERS,60,32,639420.5,6.9386035e+06,2154,En exploitation,Autorisé,2023-05-23 00:00:00
0005517809_PL1,0005517809,Ferme Eolienne Iqony 1,56102,FORGES DE LANOUEE,56,53,282313,6.777641e+06,2154,En exploitation,Autorisé,2023-04-28 00:00:00
0003802261_PL2,0003802261,PARC EOLIEN DE L'EUROPEENNE,60265,FROISSY,60,32,641886,6.939877e+06,2154,,En instruction,2022-10-20 00:00:00
0003801493_PL1,0003801493,EDF ENERGIES NOUVELLES,59545,SAINT-SOUPLET,59,32,737173,6.99458e+06,2154,En attente de construction,Autorisé,2023-09-20 00:00:00
0006605521_PL5,0006605521,Parc éolien du Sambrès,11222,MAS CABARDES,11,76,647699.25,6.257961e+06,2154,En exploitation,Autorisé,2023-09-07 00:00:00
0005107869_PL1,0005107869,Parc éolien de Epine Marie Madeleine,02004,AGNICOURT ET SECHELLES,02,32,768250,6.95593e+06,2154,En exploitation,Autorisé,2023-03-28 00:00:00
0007209380_PL1,0007209380,LA FAYE ENERGIES,16136,LA FAYE,16,75,480911.03,6.5509725e+06,2154,En exploitation,Autorisé,2023-02-06 00:00:00
0005403191_PL1,0005403191,CENTRALE EOLIENNE DE L'AUXOIS SUD,21020,ARCONCEY,21,27,810431.1,6.683019e+06,2154,En exploitation,Autorisé,2023-01-31 00:00:00
0003801296_PL1,0003801296,LE MONT DUQUENNE,62197,CAMBLAIN-CHATELAIN,62,32,660845.75,7.041461e+06,2154,En exploitation,Autorisé,2025-01-20 00:00:00
0005107263_PL2,0005107263,Ferme Eolienne des Onze Muids SAS,02376,HAUTEVILLE,02,32,735978.8,6.9764425e+06,2154,En exploitation,Autorisé,2023-02-28 00:00:00
0005704570_PL1,0005704570,Parc éolien de Fontaine-Macon,10020,AVANT LES MARCILLY,10,44,739637.8,6.8185935e+06,2154,,En instruction,2022-12-14 00:00:00
0100040386_PL1,0100040386,OCCEY,52360,OCCEY,52,44,871024,6.724137e+06,2154,,En instruction,2025-05-06 00:00:00
0003801726_PL1,0003801726,Ferme eolienne des trois rivieres,80678,ROLLOT,80,32,674167,6.942988e+06,2154,En exploitation,Autorisé,2024-06-07 00:00:00
0005306829_PL1,0005306829,Parc éolien Des Vaux des Roques,14431,MEZIDON VALLEE D'AUGE,14,28,470073.3,6.889257e+06,2154,En exploitation,Autorisé,2025-08-04 00:00:00
0006209179_PL1,0006209179,FERME EOLIENNE DE LAUNSTROFF & WALDWISSE,57740,WALDWISSE,57,44,956939.25,6.9298375e+06,2154,En exploitation,Autorisé,2026-03-12 09:03:45.495016
0003105384_PL1,0003105384,ENERGIE CHATEAU GARNIER,86055,LA CHAPELLE-BATON,86,75,501978,6.57234e+06,2154,En exploitation,Autorisé,2025-02-20 00:00:00
0100000430_PL2,0100000430,SOCIETE D'EXPLOITATION DU PARC EOLIEN DES SIX COMMUNES,89211,JUNAY,89,27,768936,6.753418e+06,2154,,En instruction,2022-10-24 00:00:00
0010011683_PL1,0010011683,Ferme Eolienne le Bois Eli et le Buisson,28190,GUILLONVILLE,28,24,598241,6.78109e+06,2154,En exploitation,Autorisé,2025-03-21 00:00:00
0005108454_PL1,0005108454,ABLAINCOURT ENERGIES,80509,MARCHELEPOT-MISERY,80,32,689777.1,6.966206e+06,2154,En exploitation,Autorisé,2022-11-09 00:00:00
0005107657_PL2,0005107657,PARC EOLIEN DU HAUT PLATEAU PICARD 1 SAS,80535,LE MESGE,80,32,629720,6.982972e+06,2154,En exploitation,Autorisé,2026-03-12 08:31:20.792949
0007006175_PL1,0007006175,Centrale Eolienne de la Carnoye,62327,FEBVIN-PALFART,62,32,651259,7.051634e+06,2154,En exploitation,Autorisé,2022-12-14 00:00:00
0100001858_PL1,0100001858,LES NOISETIERS,36112,MARON,36,24,650687,6.864584e+06,2154,,En instruction,2024-08-08 00:00:00
0003013806_PL2,0003013806,PROJET EOLIEN DE CHAMPGUYON - SEPE GRIOTTES,51116,CHAMPGUYON,51,44,741891,6.852592e+06,2154,En attente de construction,Autorisé,2025-05-19 00:00:00
0005107737_PL1,0005107737,Parc éolien des Hauts de Combles,80378,GINCHY,80,32,693073.75,6.994161e+06,2154,En exploitation,Autorisé,2025-04-01 00:00:00
0006306682_PL1,0006306682,Espinassière 1,85095,FROIDFOND,85,52,337545,6.653456e+06,2154,En exploitation,Autorisé,2023-03-13 00:00:00
0100003866_PL2,0100003866,Parc éolien de la Ronce,28005,ALLUYES,28,24,578213,6.7955315e+06,2154,,En instruction,2023-01-06 00:00:00
0100283027_PL2,0100283027,Parc éolien de Brunehaut,62466,HUMBERT,62,32,622101.9,7.0447365e+06,2154,,En instruction,2025-03-10 00:00:00
0003801999_PL1,0003801999,PARC EOLIEN DE BERTAIGNEMONT (ESCOFI),02575,ORIGNY-SAINTE-BENOITE,02,32,743751.3,6.9735045e+06,2154,,En instruction,2022-12-22 00:00:00
0100001789_PL2,0100001789,Ferme eolienne de la Gaugrelle,80246,DOMMARTIN,80,32,659048,6.963544e+06,2154,,En instruction,2023-07-21 00:00:00
0003100121_PL1,0003100121,SAS Parc éolien du Bois Merle,86266,SURIN,86,75,499316,6.556372e+06,2154,En exploitation,Autorisé,2025-05-16 00:00:00
0005517830_PL1,0005517830,Parc eolien de Bois de Folleville,56024,BREHAN,56,53,276452.44,6.7935395e+06,2154,En exploitation,Autorisé,2023-03-01 00:00:00
0100010862_PL2,0100010862,Terres Rouges,28284,OINVILLE ST LIPHARD,28,24,619222,6.785139e+06,2154,,,2025-03-11 00:00:00
0005704833_PL1,0005704833,BUTTE DE SOIGNY,51264,LE GAULT SOIGNY,51,44,746830.5,6.858506e+06,2154,En exploitation,Autorisé,2025-01-20 00:00:00
0007005391_PL2,0007005391,Le Mont de Ponche (ou Coyecques),62254,COYECQUES,62,32,643940.56,7.05515e+06,2154,En exploitation,Autorisé,2026-01-26 13:56:09.769
0005704678_PL1,0005704678,Parc éolien des Côteaux du BLAISERON,52039,BAUDRECOURT,52,44,843711.9,6.8113325e+06,2154,En exploitation,Autorisé,2024-11-14 00:00:00
0005213181_PL1,0005213181,ABO WIND -FERME EOLIENNE DES GRANDS CLOS,24316,PARCOUL-CHENAUD,24,75,469292,6.459527e+06,2154,En attente de construction,Autorisé,2022-12-20 00:00:00
0005704882_PL4,0005704882,SAS Parc éolien des Longues Roies,51552,SONGY,51,44,806415,6.854359e+06,2154,En exploitation,Autorisé,2025-05-16 00:00:00
0100007935_PL1,0100007935,PARC EOLIEN DE TINCEY-ET-PONTREBEAU,70502,TINCEY-ET-PONTREBEAU,70,27,908824,6.727318e+06,2154,,En instruction,2026-02-04 16:18:07.518443
0100000114_PL1,0100000114,FERME EOLIENNE DE LA VALLEE DE BERNOT SAS,02070,BERNOT,02,32,732616,6.975377e+06,2154,En attente de construction,Autorisé,2025-07-29 00:00:00
0003800453_PL1,0003800453,SAS Énergie des Ronchères,02727,SONS-ET-RONCHERES,02,32,748567,6.967363e+06,2154,En exploitation,Autorisé,2024-05-16 00:00:00
0007209322_PL1,0007209322,Ferme éolienne de La Brousse-Bagnizeau,17029,BAGNIZEAU,17,75,441017.7,6.5382785e+06,2154,En exploitation,Autorisé,2022-12-02 00:00:00
0007005429_PL2,0007005429,LA CHAUSSEE BRUNEHAUT,59289,HAUSSY,59,32,733685,7.015768e+06,2154,En exploitation,Autorisé,2022-10-25 00:00:00
0010011953_PL1,0010011953,Parc éolien de Ménétréols-sous-Vatan,36098,LIZERAY,36,24,610494.3,6.657502e+06,2154,En exploitation,Autorisé,2023-10-23 00:00:00
0005704307_PL1,0005704307,PARC EOLIEN DES COTES DE CHAMPAGNE,51472,ST AMAND SUR FION,51,44,822079,6.860906e+06,2154,,En instruction,2026-03-04 10:04:43.301683
0100009237_PL1,0100009237,Centrale Eolienne Les Ronds Prés,88161,ESCLES,88,44,935875.3,6.783934e+06,2154,,En instruction,2025-11-07 00:00:00
0003014565_PL1,0003014565,Centrale Eolienne de Demange,55150,DEMANGE-BAUDIGNECOURT,55,44,884000,6.835895e+06,2154,En exploitation,Autorisé,2026-01-21 16:37:57.167
0005806025_PL1,0005806025,Ferme éolienne du Clos Boivin,27050,BEAUMONTEL,27,28,537974,6.891768e+06,2154,En exploitation,Autorisé,2024-10-29 00:00:00
0003800589_PL1,0003800589,Ferme eolienne de la Plaine de Genville,62153,BOMY,62,32,644017,7.054831e+06,2154,En exploitation,Autorisé,2023-03-09 00:00:00
0005108405_PL1,0005108405,LES VENTS DE PICARDIE (BORALEX),80463,LAMOTTE-WARFUSEE,80,32,670865,6.973163e+06,2154,En exploitation,Autorisé,2025-02-12 00:00:00
0003202372_PL1,0003202372,FERME EOLIENNE DE L ALGOUX,15166,ROUMEGOUX,15,84,632692.56,6.4171535e+06,2154,En attente de construction,Autorisé,2023-01-27 00:00:00
0006306813_PL1,0006306813,Parc éolien Juillé,72380,VIVOIN,72,52,487003,6.799216e+06,2154,En exploitation,Autorisé,2025-09-23 00:00:00
0005805360_PL1,0005805360,Ypreville-Biville,76755,YPREVILLE BIVILLE,76,28,521197,6.955417e+06,2154,En exploitation,Autorisé,2023-03-30 00:00:00
0100006562_PL1,0100006562,CENTRALE EOLIENNE LES ONZE SEPTIERS,28370,SAUMERAY,28,24,576670,6.7968e+06,2154,,En instruction,2024-09-09 00:00:00
0006309590_PL1,0006309590,Eoliennes des Avenages - VSB,72291,SAINT-JEAN-DE-LA-MOTTE,72,52,477657,6.746076e+06,2154,En attente de construction,Autorisé,2023-08-11 00:00:00
0100011969_PL2,0100011969,PARC EOLIEN DE LA SOUCHE,02338,FROIDMONT-COHARTILLE,02,32,755841,6.95068e+06,2154,,En instruction,2023-01-12 00:00:00
0005425800_PL1,0005425800,PAYS D'OTHES,89120,COULOURS,89,27,742049,6.784746e+06,2154,En exploitation,Autorisé,2023-09-27 00:00:00
0005602608_PL1,0005602608,PARC EOLIEN DE SAINT-HILAIRE-LA-CROIX,63358,ST HILAIRE LA CROIX,63,84,705334,6.54977e+06,2154,En exploitation,Autorisé,2024-07-08 00:00:00
0003012541_PL2,0003012541,PARC EOLIEN DU VILLAGE DE RICHEBOURG II,10369,SEMOINE,10,44,775770.75,6.8397245e+06,2154,En exploitation,Autorisé,2025-01-13 00:00:00
0006605331_PL1,0006605331,EL SINGLA,66152,PRUGNANES,66,76,655452,6.190072e+06,2154,En exploitation,Autorisé,2025-03-18 00:00:00
0100004523_PL2,0100004523,PARC EOLIEN DU CHAMP DE L'ALOUETTE,51306,JOISELLE,51,44,739955.25,6.8508305e+06,2154,,En instruction,2022-12-22 00:00:00
0005425791_PL3,0005425791,Parc éolien de l'Auxerrois,89108,CHITRY,89,27,753377,6.741749e+06,2154,En exploitation,Autorisé,2023-03-23 00:00:00
0003302631_PL6,0003302631,CEPE des Grands Communaux,21014,ANTHEUIL,21,27,832680,6.678933e+06,2154,,En instruction,2022-10-17 00:00:00
0006004452_PL1,0006004452,FERME EOLIENNE DE CROIX DE LA PILE,87018,BLOND,87,75,544598,6.557984e+06,2154,En exploitation,Autorisé,2023-02-09 00:00:00
0005704564_PL1,0005704564,Centrale Eolienne de Chemin Perré,10254,MONTPOTHIER,10,44,737516,6.831968e+06,2154,En exploitation,Autorisé,2022-12-28 00:00:00
0100003214_PL1,0100003214,LES EOLIENNES DE VVP,54564,VIEVILLE-EN-HAYE,54,44,915065,6.877722e+06,2154,En attente de construction,Autorisé,2026-02-16 16:35:06.718485
0006209313_PL1,0006209313,Reffroy Haut de la Vausse & Ext,55421,REFFROY,55,44,882264,6.839329e+06,2154,En attente de construction,Autorisé,2023-07-11 00:00:00
0007005843_PL1,0007005843,SNC Le Souffle des Pellicornes,59405,MOEUVRES,59,32,704339.8,7.007082e+06,2154,En exploitation,Autorisé,2022-10-24 00:00:00
0005403236_PL5,0005403236,CEPE DE CHATILLONNAIS,21276,FONTAINES-EN-DUESMOIS,21,27,815954,6.725276e+06,2154,En attente de construction,Autorisé,2023-07-25 00:00:00
