code_insee,invest_sd
28343,1538350.07
28344,996813.9099999999
28346,196180.19
28347,4799961.66
28348,28749007.56
28349,836488.1
28350,4089403.73
28351,1546347.33
28352,6974182.95
28353,2943184.48
28354,2737753.2199999997
28355,1702744.18
28356,2161524.95
28357,5291559.03
28358,9566643.36
28359,24696251.240000002
28360,1497072.46
28361,9770528.57
28362,3311208.3600000003
28363,5506534.64
28364,4210363.45
28365,1844820.25
28366,1258067.1700000002
28367,2060786.07
28368,995710.72
28369,2363803.2800000003
28370,2214438.47
28371,5521730.34
28372,1980527.3
28373,30199723.23
28374,1724169.29
28375,2133800.8
28376,2689819.85
28377,4667575.05
28378,3356394.8
28379,1564567.05
28380,10148342.26
28382,6305414.12
28383,1850421.92
28385,3894045.72
28386,3535534.4899999998
28387,8569507.82
28388,7989214.600000001
28389,1763454.54
28390,943471.16
28391,17704022.06
28392,673882.44
28393,10668511.33
28394,5672488.41
28395,2124169.57
28396,1693804.4400000002
28397,1057038.0
28398,7248728.9799999995
28400,1198726.2
28401,1702696.01
28402,614225.83
28403,4187126.1599999997
28404,87613213.84
28405,4569853.21
28406,2602258.88
28407,1821432.75
28408,466554.36
28409,1834629.96
28410,1196768.82
28411,820731.02
28412,2029379.7
28414,206943.24
28415,9308361.74
28416,450796.74
28417,6777862.4799999995
28418,1448615.36
28419,1144553.3
28421,940529.86
28422,15984207.49
28423,2070740.5
28424,10016466.49
28425,3457724.54
28426,1924568.32
29001,11938397.4
29002,11789056.75
29003,14155179.059999999
29004,33133106.4
29005,6635194.47
29006,60763245.67
29007,9025420.41
29008,9001282.88
29010,7732631.97
29011,13280846.8
29012,3282562.6799999997
29013,1980542.96
29014,5307326.62
29015,24632697.439999998
29016,11891634.28
29017,6574042.49
29018,9729889.99
29019,488476941.06
29020,52872707.05
29021,12732720.91
29022,21086010.21
29023,29957685.86
29024,70885156.63
29025,11632897.860000001
29026,41056276.2
29027,38077159.57
29028,9127350.27
29029,9542026.58
29030,25812130.700000003
29031,33268764.439999998
29032,8686033.3
29033,4999786.84
29034,7562070.17
29035,5727567.74
29036,8140348.909999999
29037,23909105.6
29038,9075368.08
29039,147721942.32999998
29040,34932760.37
29041,12880340.139999999
29042,64508825.05
29043,17453552.71
29044,12034508.78
29045,23064442.81
29046,141186033.31
29047,11182921.48
29048,17578751.28
29049,26008819.3
29051,65952294.39
29052,11883121.729999999
29053,12671718.68
29054,4907810.97
29055,17252400.28
29056,12595714.41
29057,24214123.52
29058,92820672.76
29059,6517880.25
29060,9544151.6
29061,29173069.23
29062,11335625.02
29063,4082649.11
29064,3748289.1799999997
29065,4655972.2700000005
29066,11948556.17
29067,18565968.96
29068,15307873.379999999
29069,31636324.970000003
29070,3066774.96
29071,9486540.72
29072,29892740.44
29073,9057011.36
29074,6320804.74
29075,58553087.410000004
29076,5129127.149999999
29077,15466484.01
29078,14063086.65
29079,7360000.97
29080,15063823.510000002
29081,12788757.23
29082,16669827.600000001
29083,6481592.18
29084,5205995.36
29085,10837951.55
29086,11422196.41
29087,3688280.67
29089,9028928.7
29090,3715419.59
29091,18694825.169999998
29093,9031583.22
29094,2870101.46
29095,8471646.19
29097,22649975.4
29098,13396576.06
29099,5659766.92
29100,2547406.11
29101,20071067.93
29102,9452756.18
29103,112855764.72
29104,5523170.46
29105,76872722.33
29106,10029746.09
29107,5758306.21
29108,8008390.64
29109,14763701.22
29110,4903192.15
29111,8137205.25
29112,6880657.04
29113,18181927.19
29114,3785469.08
29115,2967502.21
29116,1101881.26
29117,42304328.49
29119,10171372.65
29120,10421711.31
29122,6855666.47
29123,6835008.62
29124,53946085.94
29125,9174589.94
29126,1646979.46
29127,3089169.4
29128,3057912.33
29129,2939015.75
29130,31238048.59
29131,4148870.49
29132,5344138.56
29133,13155920.0
29134,9215120.65
29135,32975514.959999997
29136,7238852.78
29137,16757422.040000001
29139,9903603.01
29140,31672664.93
29141,6138831.41
29142,5203309.96
29143,5546894.17
29144,9285080.65
29145,7306778.06
29146,17703080.11
29147,18503788.61
29148,6664724.86
29149,24496086.14
29150,43347632.03
29151,120119043.32
29152,7334133.9
29153,21050033.67
29155,24177736.75
29156,12506161.85
29158,35034369.2
29159,5277687.94
29160,62952678.55
29161,12278432.92
29162,33345714.39
29163,21030219.759999998
29165,25214170.4
29166,4742111.2
29167,14247208.6
29168,11067855.76
29169,22655922.44
29170,35350509.76
29171,18028811.77
29172,17627580.7
29173,15322553.99
29174,40154294.02
29175,19289144.05
29176,13637455.96
29177,25759289.06
29178,55756295.93
29179,25470878.36
29180,8273966.16
29181,23092454.79
29182,10628573.45
29183,4144531.66
29184,20682258.560000002
29185,31978803.38
29186,12067627.57
29187,5928908.23
29188,38588779.86
29189,55612780.36
29190,34905691.17
29191,24297813.13
29192,9818619.09
29193,8804424.43
29195,46987703.900000006
29196,16196817.43
29197,34333225.83
29198,11705906.34
29199,30439017.630000003
29201,16212320.17
29202,10725101.1
29203,8111533.25
29204,11725017.32
29205,9257938.219999999
29206,17048247.1
29207,32246563.26
29208,11477227.13
29209,21310274.32
29210,20626011.31
29211,8583672.68
29212,48108441.839999996
29213,10662730.93
29214,6367169.199999999
29215,20791740.509999998
29216,27077589.19
29217,20195298.81
29218,12117160.99
29219,3659164.09
29220,52012853.4
29221,12437154.47
29222,3833827.36
29224,8239298.86
29225,15412462.88
29226,14805618.16
29227,15544615.639999999
29228,6592525.109999999
29229,7148121.24
29230,13853941.62
29232,576568211.3
29233,101481711.33
29234,15466862.58
29235,37303753.32
29236,26645380.69
29237,14569404.27
29238,6544673.77
29239,40958198.59
29240,7335965.72
29241,56893953.23
29243,4317223.09
29244,5669997.4
29245,11628457.97
29246,2282035.64
29247,27862377.83
29248,3890172.2199999997
29249,10204410.47
29250,6799196.84
29251,7866447.83
29252,7130185.92
29254,35948191.61
29255,3928054.52
29256,8003360.390000001
29257,14238691.94
29259,57579764.83
29260,52630660.95
29261,2415950.19
29262,6505494.76
29263,8491340.65
29264,6086016.5200000005
29265,6388396.58
29266,26874972.119999997
29267,7337910.23
29268,11695711.38
29269,9402489.74
29270,10915910.02
29271,6635490.55
29272,21442102.57
29273,16138575.01
29274,38383608.66
29275,11629465.19
29276,9755225.86
29277,19364380.81
29278,14599503.91
29279,17094682.3
29280,19101546.64
29281,8772872.06
29282,2997881.27
29284,18641027.86
29285,4481453.49
29286,4158482.94
29287,5848825.83
29288,2903437.4
29289,2214582.83
29290,3267005.75
29291,8585720.27
29292,3294743.15
29293,51050061.32
29294,5315700.34
29295,3217542.15
29296,6842554.239999999
29297,10675680.37
29298,3583034.1999999997
29299,3271360.83
29300,6251045.04
29301,2377953.44
29302,39216177.93
2A001,28197676.91
2A004,449496226.63
2A006,22942176.7
2A008,9567430.45
2A011,1349500.54
2A014,1024289.1
2A017,6802953.35
2A018,1774660.9
2A019,1433545.6199999999
2A021,1801296.91
2A022,1429632.52
2A024,6754143.0
2A026,2628681.19
2A027,1034336.98
2A028,4177838.09
2A031,11648912.32
2A032,17390820.93
2A035,4556134.34
2A038,1307475.29
2A040,8962269.52
2A041,52907506.1
2A048,6126099.68
2A056,1318334.16
2A060,948632.3099999999
2A061,3508775.3899999997
2A062,1945375.83
2A064,589736.4299999999
2A065,15062032.120000001
2A066,2082520.95
2A070,5082913.01
2A071,6406926.02
2A085,5604214.88
2A089,3095227.6399999997
2A090,22772315.740000002
2A091,2079265.34
2A092,11742019.85
2A094,5658182.31
2A098,9822762.65
2A099,7610749.42
2A100,3017081.87
2A103,11439943.879999999
2A104,5551684.19
2A108,4599875.42
2A114,11741917.290000001
2A115,1595134.29
2A117,2010574.76
2A118,3067627.43
2A119,2369608.18
2A127,2219503.37
2A128,1129347.58
2A129,984444.39
2A130,36440534.44
2A131,5998661.24
2A132,2307753.41
2A133,2167003.96
2A139,28459399.65
2A141,5801058.92
2A142,12020899.860000001
2A144,1662681.57
2A146,2119499.2600000002
2A154,1881542.08
2A158,1431634.36
2A160,3517545.67
2A163,4656373.01
2A174,2011903.68
2A181,14815486.54
2A186,5068826.16
2A189,22111091.13
2A191,1065374.31
2A196,1926599.1199999999
2A197,5208320.0200000005
2A198,16414179.450000001
2A200,6447401.35
2A203,2102214.5100000002
2A204,2761496.78
2A209,6995991.06
2A211,6448728.2
2A212,11984590.3
2A215,8662499.93
2A228,16532334.63
2A232,2932727.86
2A240,2216594.14
2A247,130374224.66
2A249,49390795.06
2A253,3995082.02
2A254,7427693.319999999
2A258,5518269.18
2A259,1908888.1800000002
2A262,1356283.7499999998
2A266,1349955.43
2A268,2842994.19
2A269,16505189.65
2A270,3480219.7199999997
2A271,15335361.3
2A272,39888048.93
2A276,15345486.32
2A278,4394827.58
2A279,2621457.5300000003
2A282,6362556.85
2A284,5727588.34
2A285,2912489.13
2A288,11623913.02
2A295,1521813.81
2A300,8081717.12
2A308,9286759.89
2A310,1170383.01
2A312,4671222.54
2A322,2517288.33
2A323,1208517.13
2A324,4337571.92
2A326,6790254.92
2A330,3089292.37
2A331,2031812.5
2A336,2254507.15
2A345,3622069.13
2A348,11507779.55
2A349,3268423.02
2A351,2771466.99
2A357,1996383.04
2A358,2829419.23
2A359,2607096.77
2A360,1795471.8900000001
2A362,50353752.74
2A363,2056455.56
2B002,1630808.27
2B003,2837969.0700000003
2B005,1702258.94
2B007,4414027.28
2B009,17078850.68
2B010,3037531.35
2B012,2400192.1399999997
2B013,1219202.6
2B015,691316.8400000001
2B016,7285219.83
2B020,5704204.640000001
2B023,14228639.24
2B025,4470956.76
2B029,3530252.78
2B030,4889877.85
2B033,376785536.22999996
2B034,14910167.28
2B036,2234399.7
2B037,39228774.51
2B039,3796521.73
2B042,66642396.81
2B043,13660550.950000001
2B045,2202046.3000000003
2B046,2260033.56
2B047,6937021.75
2B049,24250077.47
2B050,52997252.400000006
2B051,3323359.28
2B052,1225170.84
2B053,708383.5
2B054,2442309.66
2B055,2209196.7800000003
2B057,2151505.04
2B058,6683778.71
2B059,4888887.149999999
2B063,2302675.68
2B067,2121446.86
2B068,1887538.6300000001
2B069,5825563.100000001
2B072,836891.78
2B073,3889116.6599999997
2B074,3992963.91
2B075,1232206.0
2B077,7012419.44
2B078,1691151.44
2B079,8011117.83
2B080,4962162.29
2B081,1465534.12
2B082,1548922.59
2B083,2715897.53
2B084,3962626.28
2B086,5965624.01
2B087,13124939.02
2B088,3562175.66
2B093,13943132.34
2B095,5183805.6899999995
2B096,55217065.7
2B097,1955731.92
2B101,1866823.99
2B102,1808719.22
2B105,1548701.99
2B106,673598.98
2B107,3192027.64
2B109,2448984.72
2B110,1299817.01
2B111,2849815.88
2B112,3340119.7
2B113,2051556.09
2B116,1737606.34
2B120,24404885.5
2B121,6175793.63
2B122,1182420.81
2B123,37689273.68
2B124,40863715.96
2B125,1698164.33
2B126,4937848.12
2B134,31445904.21
2B135,9428520.16
2B136,4042089.77
2B137,1461951.18
2B138,3047628.03
2B140,3977375.4600000004
2B143,7741379.73
2B145,3426536.17
2B147,2930745.5
2B148,45213390.88
2B149,5921037.73
2B150,14201504.54
2B152,8156047.25
2B153,3616574.9699999997
2B155,1164407.21
2B156,1187576.73
2B157,1254662.56
2B159,2903557.25
2B161,1749363.94
2B162,7321616.1
2B164,1186459.56
2B165,3688519.94
2B166,3660265.69
2B167,3028981.2
2B168,17244301.98
2B169,8568972.72
2B170,2311608.25
2B171,5540516.75
2B172,4520998.0200000005
2B173,4669320.21
2B175,2005379.39
2B176,1696365.5999999999
2B177,3063646.45
2B178,2632407.48
2B179,1221986.02
2B180,3533588.66
2B182,2526954.84
2B183,1972318.9
2B184,1455155.43
2B185,9887384.63
2B187,2411977.32
2B188,5460025.2
2B190,7847672.84
2B192,2759599.07
2B193,4535462.72
2B194,3229711.65
2B195,2088250.1300000001
2B199,5311921.12
2B201,1241412.39
2B202,1522124.89
2B205,7881732.52
2B206,1487965.23
2B207,23993060.53
2B208,2675236.9299999997
2B210,1457240.33
2B213,3380675.1
2B214,745874.09
2B216,1195579.1600000001
2B217,1667787.98
2B218,2165959.13
2B219,4585077.279999999
2B220,1369097.41
2B221,1162012.79
2B222,1714050.92
2B223,6553117.11
2B224,5286610.28
2B225,2636326.45
2B226,1748126.16
2B227,2451185.07
2B229,2893717.9299999997
2B230,1846564.94
2B231,2826599.0700000003
2B233,1720562.52
2B234,1485994.01
2B235,3166043.58
2B236,7486398.5200000005
2B238,3117061.12
2B239,3563501.15
2B241,1218109.79
2B242,3668428.82
2B243,1166292.34
2B244,1961973.37
2B245,1314620.95
2B246,4624908.34
2B248,1563534.18
2B250,2037146.02
2B251,21081266.67
2B252,2163960.44
2B255,2019981.97
2B256,1907660.36
2B257,2005259.49
2B260,3616719.54
2B261,5097092.51
2B263,3791224.18
2B264,1256090.73
2B265,2719310.74
2B267,1684934.55
2B273,819697.9600000001
2B274,1469976.71
2B275,1301460.1600000001
2B277,3225203.11
2B280,1954045.8399999999
2B281,8987836.73
2B283,7005081.87
2B286,5048900.99
2B287,2468353.04
2B289,4412759.0200000005
2B290,5895076.55
2B291,875059.1900000001
2B292,4125367.54
2B293,6228576.5
2B296,2947223.29
2B297,1352145.8199999998
2B298,18761129.55
2B299,1393769.62
2B301,1866179.25
2B302,2837568.29
2B303,5358722.29
2B304,3775414.92
2B305,14258321.31
2B306,2863967.91
2B307,7257199.600000001
2B309,15912756.120000001
2B311,7278686.0
2B313,12606622.25
2B314,3084376.91
2B315,2511354.37
2B316,7158556.49
2B317,2253052.29
2B318,5860085.07
2B319,3020339.9299999997
2B320,7194921.78
2B321,1619451.69
2B327,2301645.85
2B328,2361459.7600000002
2B329,1267916.96
2B332,3422421.7800000003
2B333,2330170.4
2B334,3535091.14
2B335,4054034.75
2B337,4082153.21
2B338,3016624.0
2B339,2090437.3499999999
2B340,1399003.07
2B341,7245886.98
2B342,22416987.04
2B343,7068618.66
2B344,1724166.87
2B346,17344960.96
2B347,7598495.22
2B350,3066924.63
2B352,3198878.56
2B353,28236069.43
2B354,5827934.1899999995
2B355,3299704.58
2B356,1746508.95
2B361,7333299.21
2B364,2159098.32
2B365,4290394.68
2B366,3396016.09
30001,3031783.9499999997
30002,3625895.23
30003,47209556.41
30004,24027435.86
30005,2087740.21
30006,29112817.599999998
30007,231897078.14
30008,14802683.36
30009,5738129.6
30010,24353161.07
30011,47206224.25
30012,53026582.519999996
30013,3129253.41
30014,8029966.59
30015,1669496.23
30016,1745620.99
30017,3601858.27
30018,6437400.85
30019,14766310.95
30020,10041528.01
30021,2452837.79
30022,1585335.69
30023,5606775.42
30024,4305683.600000001
30025,2421275.45
30026,5153214.21
30027,11499926.94
30028,132394525.85000001
30029,23721037.17
30030,2140720.39
30031,2928573.78
30032,129971125.23
30033,16376717.66
30034,46905705.3
30035,3376807.7199999997
30036,16076036.37
30037,44214652.85
30038,2705812.7199999997
30039,10940308.08
30040,2331605.28
30041,7830328.75
30042,12424225.51
30043,2780967.2600000002
30044,1930582.1300000001
30045,1947182.15
30046,4399148.44
30047,41156694.68
30048,2278869.37
30049,3386519.77
30050,768859.11
30051,6162304.57
30052,3800101.84
30053,5629498.26
30054,1374511.1400000001
30055,4295390.850000001
30056,2427600.72
30057,12315245.88
30058,1570017.8800000001
30059,7935473.45
30060,21212336.7
30061,12832068.48
30062,25002771.419999998
30064,2202523.22
30065,4206379.0600000005
30066,2279187.33
30067,2866270.37
30068,2963651.7
30069,2595320.75
30070,2703973.81
30071,1941581.8800000001
30072,3166498.28
30073,8758426.48
30074,1419205.6300000001
30075,28249841.35
30076,5288325.89
30077,10803960.540000001
30079,3891518.0100000002
30080,3952207.96
30081,24493713.5
30082,26206803.53
30083,11573507.89
30084,24086831.54
30085,10398131.16
30086,2548068.48
30087,1372737.94
30088,6766312.54
30089,18791639.080000002
30090,3867581.97
30091,7331162.54
30092,13047051.6
30093,885070.9199999999
30094,1469969.0
30095,3397367.81
30096,5863488.2299999995
30097,2361988.56
30098,1916448.49
30099,2423017.32
30100,8186625.66
30101,4217929.24
30102,6536634.43
30103,11202289.7
30104,4099755.94
30105,6239295.03
30106,4489501.58
30107,6516817.55
30108,1896652.8
30109,2571621.46
30110,2593845.13
30111,3886439.08
30112,5363263.8
30113,2654144.85
30114,5391832.75
30115,2890678.05
30116,7932128.97
30117,24584643.93
30119,1266302.35
30120,4098113.38
30121,1425449.08
30122,4271822.17
30123,27396307.27
30124,2496880.5
30125,22089063.59
30126,3997547.7699999996
30127,6844372.72
30128,21774975.47
30129,3860711.43
30130,10487551.85
30131,9334151.08
30132,37188865.48
30133,139246804.63
30134,2668595.75
30135,27177892.72
30136,5470546.6899999995
30137,1930592.69
30138,13488022.7
30139,10014395.8
30140,13187977.06
30141,62296407.24
30142,4220475.95
30143,1248043.6300000001
30144,1864842.5399999998
30145,8296849.91
30146,8065388.63
30147,5098816.279999999
30148,1335213.57
30149,4169196.7600000002
30150,1822002.1400000001
30151,5477718.069999999
30152,8100419.5200000005
30153,2934046.25
30154,2669844.5300000003
30155,32987057.51
30156,60966251.14
30157,1810844.26
30158,2035193.64
30159,5581745.77
30160,1198364.36
30161,1316425.2
30162,3364236.38
30163,1796963.3
30164,9164639.08
30165,5521313.55
30166,11640738.209999999
30167,8881349.69
30168,6860694.98
30169,26568616.51
30170,3540584.17
30171,10004230.32
30172,7606627.16
30173,9242031.86
30174,11621551.66
30175,3374682.11
30176,4828218.0600000005
30177,2910730.5300000003
30178,7773953.64
30179,25932164.7
30180,2728009.31
30181,2832516.4
30182,8097245.34
30183,3394495.52
30184,10201217.33
30185,5549193.87
30186,8124201.63
30187,3306746.59
30188,5921183.0
30189,1186910368.96
30190,5320201.36
30191,8050334.97
30192,2463136.06
30193,4660735.69
30194,5130874.38
30195,1782761.85
30196,2900512.5
30197,986133.04
30198,9442317.81
30199,1430856.84
30200,5166181.0
30201,4352666.25
30202,50388791.21
30203,3609381.34
30204,3248053.06
30205,1241405.19
30206,26834800.62
30207,3374685.91
30208,358204.15
30209,28343895.51
30210,16082101.65
30211,18320319.68
30212,29138327.14
30213,1906828.45
30214,6047409.16
30215,2487669.9
30216,4889605.720000001
30217,44315384.6
30218,2034363.64
30219,3865092.1
30220,1005752.2
30221,28057293.96
30222,1986854.02
30223,15051416.42
30224,6364994.43
30225,9344905.709999999
30226,5602128.49
30227,16468291.54
30228,18520487.720000003
30229,6767813.06
30230,3752087.41
30231,8255473.149999999
30232,2533823.65
30233,4062583.5700000003
30234,2599630.4499999997
30235,4115910.76
30236,700900.5
30237,4012123.82
30238,1628133.2
30239,5253728.54
30240,2956190.0
30241,17999702.62
30242,1140380.28
30243,35124115.03
30244,1595249.8
30245,4111894.46
30246,1114810.0
30247,2141833.57
30248,1657827.42
30249,6226539.81
30250,2261660.68
30251,4323732.82
30252,1082127.83
30253,9152155.969999999
30254,10907162.49
30255,16063627.530000001
30256,5809276.9399999995
30257,10103864.29
30258,73019007.08
30259,20629584.96
30260,4885005.04
30261,1821679.32
30262,2415615.7399999998
30263,24844771.55
30264,2109353.63
30265,1325637.89
30266,8267796.16
30267,3734505.14
30268,4892312.25
30269,21971393.19
30270,10297050.89
30271,3760308.8
30272,748824.5
30273,7628053.88
30274,13720588.600000001
30275,2938210.31
30276,12557681.56
30277,2679350.47
30278,18353372.32
30279,5315716.9
30280,2511300.07
30281,7192821.92
30282,4338990.48
30283,3125754.2800000003
30284,21950703.79
30285,5575203.19
30286,4544624.25
30287,3429995.4
30288,5797269.39
30289,1423422.84
30290,9988663.92
30291,3261580.1
30292,3577202.39
30293,5299710.29
30294,26955355.57
30295,31345538.04
30296,2155411.71
30297,5312247.11
30298,4422624.97
30299,8864197.68
30300,2624294.17
30301,1965132.72
30302,15573867.25
30303,3698383.11
30304,1259812.17
30305,25787159.150000002
30306,3050690.31
30307,16880511.1
30308,4886941.16
30309,956887.4
30310,4895893.61
30311,16181008.41
30312,16510275.17
30313,5092831.649999999
30314,1470392.29
30315,15496497.04
30316,2485677.23
30317,11613950.93
30318,1496267.4
30319,3931635.0300000003
30320,1343480.44
30321,35504603.9
30322,4069409.88
30323,1943046.66
30324,4034737.67
30325,10202944.31
30326,18381150.98
30327,1298839.63
30328,8951286.32
30329,4852326.06
30330,2734701.12
30331,14298525.34
30332,4105383.2
30333,17064125.439999998
30334,97125493.73
30335,966817.9
30336,17391427.47
30337,3812497.3200000003
30338,1322028.08
30339,24495315.08
30340,3132076.27
30341,92737253.22
30342,9237736.0
30343,3109098.66
30344,55553955.410000004
30345,2302501.02
30346,10582325.17
30347,7468746.59
30348,17874788.01
30349,2815867.72
30350,31453787.2
30351,67775426.22
30352,9038895.8
30353,3276370.69
30354,1597902.57
30355,7731381.41
30356,17501607.31
31001,1099560.3699999999
31002,2043240.71
31003,5169556.38
31004,14224927.09
31005,1630391.3900000001
31006,740555.5
31007,792240.4199999999
31008,2152086.61
31009,1600344.1400000001
31010,2147029.66
31011,3177337.54
31012,686594.87
31013,1407679.6099999999
31014,904246.89
31015,346507.41
31017,1488474.3699999999
31018,1642204.42
31019,1031435.4
31020,10886167.200000001
31021,1091603.25
31022,49290943.910000004
31023,1752991.56
31024,3065284.1
31025,2832844.57
31026,6046289.38
31027,2389727.53
31028,7599432.09
31029,1911442.33
31030,1029592.3
31031,2738806.04
31032,29204036.84
31033,56900220.25
31034,2082824.24
31035,25439794.38
31036,10404899.63
31037,17295303.32
31038,3284285.58
31039,835175.59
31040,658158.9600000001
31041,518478.81
31042,52295276.29
31043,1951162.47
31044,107576026.47
31045,3920726.19
31046,336290.23
31047,685834.32
31048,19067489.7
31049,3437903.49
31050,2572969.34
31051,2038009.49
31052,6539108.23
31053,4628368.09
31054,958851.8999999999
31055,1001418.7899999999
31056,26921495.99
31057,8237156.68
31058,552022.13
31059,1273896.99
31060,1101993.48
31061,1189425.63
31062,471368.88000000006
31063,922212.6799999999
31064,446263.43
31065,17212594.24
31066,45011838.64
31067,700737.83
31068,476776.91000000003
31069,332976943.28
31070,4263452.19
31071,1441921.99
31072,772328.17
31073,2590639.47
31074,3121800.42
31075,4944016.13
31076,2624184.15
31077,2308725.2
31078,2606427.98
31079,23800893.91
31080,15784801.83
31081,1264180.51
31082,5712082.3
31083,1583633.7
31084,31105488.91
31085,7978842.16
31086,898166.16
31087,2963096.55
31088,18094007.09
31089,2082076.21
31090,2983137.42
31091,54878105.28
31092,1026364.92
31093,4787805.16
31094,13800100.860000001
31095,828720.48
31096,1243448.27
31097,2951757.68
31098,9561261.57
31099,2342756.68
31100,13176632.84
31101,2151211.39
31102,2104342.12
31103,608516.3
31104,3867947.28
31105,1046481.6
31106,18170749.71
31107,42677319.87
31108,1864850.77
31109,3092378.71
31110,3653638.9099999997
31111,975905.21
31112,967928.87
31113,83094737.71000001
31114,1626824.74
31115,685061.3200000001
31116,49634847.5
31117,15251689.479999999
31118,39062587.46
31119,1226426.81
31120,3778850.8000000003
31121,523671.05
31122,1217434.89
31123,4047593.05
31124,2943959.48
31125,628454.19
31126,2137437.51
31127,306552.87
31128,4368035.8
31129,546163.89
31130,3791983.05
31131,1080652.7
31132,1602590.17
31133,2477449.22
31134,719796.81
31135,37620031.07
31136,6286826.64
31137,907377.9
31138,1900122.81
31139,1200702.03
31140,2289004.98
31141,2709032.32
31142,2261925.49
31143,1554074.96
31144,9654807.52
31145,22489114.57
31146,1574657.41
31147,3983703.1300000004
31148,3309402.48
31149,361559251.74
31150,43762311.51
31151,5176827.76
31152,838110.11
31153,1280479.57
31155,1796962.59
31156,1177570.1300000001
31157,97794830.89
31158,1871994.13
31159,2776765.7
31160,11360896.4
31161,4180136.79
31162,7687350.03
31163,15764101.24
31164,1094826.16
31165,25808463.169999998
31166,3374775.11
31167,3246029.97
31168,1195546.29
31169,30136539.810000002
31170,2168044.17
31171,1442194.8
31172,832444.78
31173,1867571.43
31174,3500215.44
31175,3573912.79
31176,1536805.6400000001
31177,1198567.1600000001
31178,3358662.98
31179,2827164.5
31180,771685.25
31181,9853102.31
31182,53916249.7
31183,1873208.6
31184,10957921.879999999
31185,715353.47
31186,13509388.079999998
31187,57582138.21
31188,36768926.79
31189,1486506.04
31190,3073213.91
31191,1483359.92
31192,6213787.1
31193,10787046.73
31194,674693.0
31195,488613.4
31196,1995115.3
31197,1814758.01
31198,721744.63
31199,1266005.14
31200,673827.37
31201,740442.55
31202,35230830.98
31203,40455219.79
31204,540945.31
31205,13802654.66
31206,5793910.140000001
31207,676626.1799999999
31208,2031723.16
31209,1731736.72
31210,8857405.48
31211,2535760.04
31212,5572001.28
31213,1956516.73
31215,2601957.4699999997
31216,1847386.95
31217,1094015.03
31218,1246905.54
31219,2447288.58
31220,3917023.14
31221,4702263.71
31222,1662188.8800000001
31223,541087.43
31224,8086846.04
31225,1254632.2
31226,492347.51
31227,4524932.22
31228,8834032.69
31229,3523860.9099999997
31230,21153474.0
31231,3049107.1
31232,60153847.21
31233,5026060.32
31234,2186625.74
31235,950364.81
31236,1328654.67
31237,2081003.6400000001
31238,2253595.2
31239,21042117.95
31240,3336765.92
31241,2482149.45
31242,921692.5900000001
31243,786112.13
31244,2969001.85
31245,2524006.12
31246,4254613.64
31247,6613169.26
31248,26265694.23
31249,5356965.84
31250,3685922.46
31251,2231706.59
31252,7189412.42
31253,11829892.409999998
31254,41126383.37
31255,1817424.66
31256,1534606.35
31258,1017575.41
31259,13531977.24
31260,733664.65
31261,6427837.39
31262,1953570.96
31263,13288153.59
31264,1723704.37
31265,1291637.67
31266,1305641.81
31267,375873.48
31268,1622145.0299999998
31269,7428981.64
31270,4607293.13
31271,17139208.35
31272,274152.18
31273,12009921.48
31274,1589097.55
31275,1802923.8699999999
31276,3953029.46
31277,4661663.98
31278,2927019.64
31279,404362.02
31280,1697834.26
31281,6087847.17
31282,40563704.28
31283,1714022.33
31284,5518475.62
31285,3114621.1799999997
31286,2997265.05
31287,14498668.17
31288,1555910.3399999999
31289,2784694.27
31290,822177.05
31291,48040667.35
31292,430590.11000000004
31293,27517681.75
31294,409752.94
31295,822028.9400000001
31296,5587830.79
31297,12620063.11
31298,761397.61
31299,16400640.98
31300,1123054.32
31301,1227002.28
31302,1940353.75
31303,12668781.95
31304,1803506.81
31305,1250620.05
31306,616257.58
31307,1106922.1800000002
31308,781684.4600000001
31309,1372294.78
31310,2906510.56
31311,7184615.8
31312,602676.18
31313,840842.0800000001
31314,1948380.55
31315,4550486.4399999995
31316,6415997.54
31317,1462588.14
31318,1367801.8800000001
31319,1277248.64
31320,5426994.71
31321,756510.4099999999
31322,705912.46
31323,2288474.66
31324,29316750.13
31325,1001069.61
31326,454912.49000000005
31327,1480834.87
31328,1296945.99
31329,1142729.03
31330,1382411.35
31331,1266805.84
31332,1883676.23
31333,633912.4400000001
31334,8729618.690000001
31335,757218.93
31336,6541157.7700000005
31337,3403268.76
31338,2494741.6799999997
31339,2477214.98
31340,962835.3600000001
31341,21691887.82
31342,2065540.2600000002
31343,1197400.24
31344,6516136.44
31345,10119449.040000001
31346,2621745.58
31347,1137919.14
31348,789844.05
31349,7047440.74
31350,1194465.76
31351,22663070.740000002
31352,2888478.41
31353,615073.17
31354,358538.06
31355,6916170.57
31356,6880331.9399999995
31357,3019710.98
31358,24208134.73
31359,843915.53
31360,5222701.75
31361,2577426.44
31362,1605205.63
31363,2193647.02
31364,13022081.87
31365,2854630.6399999997
31366,4276879.92
31367,1352505.39
31368,1307945.01
31369,266576.98
31370,589507.03
31371,2631752.15
31372,2578457.32
31373,1227825.3
31374,4758606.04
31375,21170673.32
31376,859923.48
31377,4248863.25
31378,313881.36
31379,691163.0
31380,2834666.87
31381,15322318.64
31382,718627.8200000001
31383,8226024.859999999
31384,5754668.72
31385,1411599.52
31386,692114.36
31387,1063554.5399999998
31388,1947195.56
31389,20362642.31
31390,15125668.62
31391,2094002.65
