code_insee,invest_sd
03015,2220069.26
03016,1113798.31
03017,2274515.33
03018,8907762.25
03019,8888016.61
03020,4137831.2800000003
03021,2861465.43
03022,9684891.5
03023,59479074.69
03024,2265652.05
03025,15709870.040000001
03026,5087078.7
03027,5006989.05
03028,1516842.71
03029,4767833.7299999995
03030,3218280.32
03031,3820203.0700000003
03032,2639947.0100000002
03033,1524578.9
03034,2763357.25
03035,2202500.2800000003
03036,20549101.62
03037,1771223.68
03038,4252885.94
03039,2659565.4
03040,5432353.0200000005
03041,2864771.36
03042,3461436.31
03043,5549413.6899999995
03044,8731770.48
03045,5686831.61
03046,8213036.05
03047,3285771.0
03048,14158805.64
03049,1804880.25
03050,2911259.0300000003
03051,1493512.02
03052,7342217.77
03053,8524928.030000001
03054,2330693.22
03055,5104446.36
03056,2672788.4899999998
03057,1390462.73
03058,1851580.32
03059,2695679.92
03060,12055370.37
03061,1965804.9500000002
03062,4334669.24
03063,3681236.08
03064,1831132.58
03065,5293745.33
03066,3804469.19
03067,1810556.57
03068,1308356.47
03069,2081108.57
03070,2263300.5
03071,1553599.15
03072,3043915.53
03073,3743521.86
03074,3433264.91
03075,1239540.71
03076,1825686.48
03077,1666493.38
03078,3039341.64
03079,2485653.27
03080,4535084.010000001
03081,3581282.7300000004
03082,79054964.33
03083,3683902.43
03084,22075928.64
03085,4018507.64
03086,2302826.44
03087,6362492.6899999995
03088,1692840.7
03089,1659195.34
03090,1600739.79
03091,2671818.68
03092,6775553.99
03093,6130690.04
03094,25853543.3
03095,88421029.0
03096,529493.51
03097,3260270.08
03098,26949108.69
03099,4727649.16
03100,7796075.3
03101,56751514.36
03102,27953902.73
03103,8491261.36
03104,10218903.5
03105,2252386.4099999997
03106,7929879.78
03107,10965218.25
03108,5420619.37
03109,4919277.08
03110,4479394.25
03111,5418340.4399999995
03112,3001938.6799999997
03113,4295588.31
03114,2131385.5
03115,4440675.18
03116,1847101.23
03117,3631604.21
03118,59044277.83
03119,3112782.28
03120,3476976.61
03121,2407497.55
03122,2848976.18
03123,1175801.7
03124,2020186.4100000001
03125,2290126.8400000003
03126,6309427.51
03127,7411724.66
03128,16645949.27
03129,2931798.73
03130,2577478.61
03131,3397464.68
03132,4491462.37
03133,2914644.57
03134,2379859.41
03135,3595463.61
03136,1775260.1099999999
03137,1806605.1400000001
03138,21041063.61
03139,4009605.48
03140,7440109.69
03141,3207720.3
03142,2180517.01
03143,1069072.7
03144,1709133.94
03145,3976650.18
03146,1553937.52
03147,1924538.73
03148,2631594.83
03149,2133038.3000000003
03150,1845304.08
03151,1835754.72
03152,3020066.35
03153,2706619.3200000003
03154,2359165.34
03155,14944264.79
03156,7980459.28
03157,4679763.03
03158,3058290.04
03159,5421062.02
03160,2466810.47
03161,10027906.3
03162,2586084.5
03163,5034187.57
03164,1713808.1500000001
03165,15969692.33
03166,1162839.89
03167,2650796.71
03168,8020505.41
03169,4407043.94
03170,1292570.75
03171,1277533.35
03172,1761235.68
03173,8170762.32
03174,4468150.74
03175,2240892.04
03176,2444218.01
03177,2186164.71
03178,2246008.19
03179,2124837.7199999997
03180,4337654.12
03181,1684202.41
03182,1940917.38
03183,4942836.01
03184,2521586.92
03185,336861554.75
03186,19907723.47
03187,2150463.34
03188,1201642.54
03189,3081871.0300000003
03190,154220702.49
03191,2390106.32
03192,1931361.22
03193,1396452.97
03194,1155082.63
03195,38658630.84
03196,3131907.04
03197,8525285.0
03198,1574224.4600000002
03200,8786553.88
03201,3416320.78
03202,5013100.67
03203,2035145.29
03204,2796431.41
03205,2073057.66
03206,1640176.81
03207,4390771.58
03208,2491985.66
03209,1231357.03
03210,2632122.9
03211,11776652.06
03212,11313293.91
03213,864039.53
03214,4200463.79
03215,3568081.47
03216,1658231.25
03217,2590732.33
03218,2289334.77
03219,2468765.67
03220,6489833.399999999
03221,5924924.45
03222,933261.63
03223,1986881.22
03224,2949643.0100000002
03225,3286702.29
03226,1910460.74
03227,2391290.86
03228,692609.77
03229,3416796.23
03230,2710393.48
03231,2166167.24
03232,1523348.57
03233,2523392.35
03234,2507666.5
03235,4925344.19
03236,31816995.23
03237,3264725.85
03238,3739975.77
03239,1588243.8099999998
03240,3209176.95
03241,2465903.65
03242,2289118.19
03243,1698043.85
03244,1760392.46
03245,994204.3300000001
03246,3227158.93
03247,8233209.36
03248,2601650.6999999997
03249,1344114.94
03250,3633016.62
03251,3752292.73
03252,2150414.62
03253,4300865.63
03254,42443294.27
03255,1219661.64
03256,3631320.68
03257,2932488.6100000003
03258,6765934.66
03259,1901438.71
03260,2595664.8
03261,1639371.35
03262,21418538.73
03263,1837863.6099999999
03264,40497778.12
03265,4813213.1
03266,1219120.16
03267,2676977.3
03268,3093862.7399999998
03269,978217.9000000001
03270,1934500.71
03271,3789168.84
03272,1322197.15
03273,1925052.25
03274,2239022.73
03275,17175857.49
03276,1054353.4800000002
