code_insee,year,dette
01109,2013,3698914.33
01110,2013,145129.5
01112,2013,135731.57
01113,2013,761387.87
01114,2013,43428.240000000005
01115,2013,636499.59
01116,2013,105672.85
01117,2013,105752.13
01118,2013,1250169.23
01119,2013,71188.68000000001
01121,2013,205733.25
01122,2013,994926.3
01123,2013,1061870.34
01124,2013,263120.55
01125,2013,1231221.89
01127,2013,523915.09
01128,2013,29274.33
01129,2013,80000.0
01130,2013,80613.12000000001
01133,2013,11661.43
01134,2013,580160.87
01135,2013,2722055.56
01136,2013,495756.8
01138,2013,1266366.8
01139,2013,258515.22
01140,2013,175381.35
01141,2013,424814.42
01142,2013,3218539.29
01143,2013,20288570.91
01144,2013,263134.32
01145,2013,1643493.12
01146,2013,302177.85
01147,2013,653548.5
01148,2013,1186250.8
01149,2013,197881.93000000002
01150,2013,235998.88
01151,2013,219556.63
01152,2013,280432.09
01153,2013,3972971.67
01154,2013,543782.1499999999
01155,2013,167851.85
01156,2013,58898.64
01157,2013,1276800.89
01158,2013,960541.67
01159,2013,3206768.35
01160,2013,8331282.26
01162,2013,19828.96
01163,2013,692354.88
01165,2013,434203.45
01166,2013,824766.11
01167,2013,300992.86
01169,2013,327819.69
01170,2013,1344546.92
01171,2013,210488.0
01172,2013,92770.12000000001
01173,2013,11869848.32
01174,2013,371790.3
01175,2013,1374636.15
01176,2013,1895.0
01177,2013,401898.94
01179,2013,667354.57
01180,2013,150913.28000000003
01181,2013,510079.46
01182,2013,315120.36
01183,2013,577097.49
01184,2013,320427.30000000005
01185,2013,7745756.7
01186,2013,54271.770000000004
01187,2013,238729.19
01188,2013,556615.7100000001
01189,2013,1312709.35
01190,2013,0.25
01191,2013,68195.23999999999
01192,2013,630825.99
01193,2013,5488.52
01194,2013,2333149.7800000003
01195,2013,1775886.19
01196,2013,461697.23
01197,2013,161049.44
01198,2013,69361.11
01199,2013,3384024.27
01200,2013,29785.91
01202,2013,8710049.129999999
01203,2013,438148.54
01204,2013,176490.03
01205,2013,1665857.07
01206,2013,18894.39
01207,2013,152662.6
01208,2013,71762.42
01209,2013,734894.04
01210,2013,1515174.63
01211,2013,2399937.43
01212,2013,276685.7
01213,2013,1303396.88
01214,2013,40707.92
01215,2013,36332.24
01216,2013,740417.9600000001
01218,2013,62147.350000000006
01219,2013,95804.19
01221,2013,30167.69
01224,2013,1314687.71
01225,2013,96127.54
01227,2013,4411.85
01228,2013,238921.8
01229,2013,1017380.85
01230,2013,232375.46
01231,2013,3195110.03
01232,2013,1840669.75
01233,2013,94472.34
01234,2013,102236.6
01235,2013,985510.04
01236,2013,368572.76999999996
01237,2013,740150.07
01238,2013,2234650.01
01239,2013,217045.71
01240,2013,260538.19
01241,2013,1783624.85
01242,2013,96850.43
01243,2013,1040656.89
01244,2013,6223251.74
01245,2013,1086.05
01246,2013,166010.42
01247,2013,1161049.5099999998
01248,2013,1081463.22
01249,2013,273300.17
01250,2013,1334412.1
01252,2013,163821.52
01254,2013,650460.06
01255,2013,287082.5
01257,2013,232554.88999999998
01258,2013,1190390.99
01259,2013,871589.04
01260,2013,324835.72
01261,2013,635689.1900000001
01262,2013,5770936.92
01263,2013,949803.28
01264,2013,365549.34
01265,2013,1537440.6
01266,2013,1219172.06
01267,2013,475223.03
01268,2013,57384.32
01269,2013,2084111.98
01271,2013,2207.42
01272,2013,452869.05
01273,2013,1865701.12
01274,2013,311444.66000000003
01275,2013,575790.78
01276,2013,839536.3
01277,2013,264116.25
01279,2013,17574.0
01280,2013,39304.24
01281,2013,4318955.89
01282,2013,10730.41
01283,2013,1435980.2
01284,2013,672737.17
01285,2013,743248.28
01286,2013,157711.55
01288,2013,3938444.5500000003
01289,2013,4254813.3100000005
01290,2013,442145.64
01291,2013,383993.62
01292,2013,14065.41
01293,2013,52643.74
01294,2013,97929.5
01295,2013,247775.01
01296,2013,2839.22
01297,2013,561218.79
01298,2013,93194.78
01299,2013,404904.43
01300,2013,587367.72
01301,2013,1802922.18
01302,2013,10595.470000000001
01303,2013,5460689.48
01304,2013,3078981.4600000004
01305,2013,2121885.35
01306,2013,919066.1
01307,2013,1133421.89
01308,2013,388619.71
01309,2013,410.0
01310,2013,35312.11
01311,2013,0.0
01312,2013,159529.75
01313,2013,3724368.9299999997
01314,2013,1281591.81
01316,2013,167845.71
01317,2013,59372.31
01318,2013,288326.26
01319,2013,481472.67
01321,2013,1298361.75
01322,2013,6295857.89
01323,2013,616379.98
01325,2013,1371355.23
01328,2013,273430.93
01329,2013,31533.46
01330,2013,171390.1
01331,2013,619.41
01332,2013,731510.48
01333,2013,1060327.2
01334,2013,318979.16000000003
01335,2013,219504.51
01336,2013,1107449.15
01337,2013,146106.1
01338,2013,481358.22
01339,2013,516478.27
01340,2013,3141.0600000000004
01341,2013,220656.54
01342,2013,86413.17
01343,2013,774309.7000000001
01344,2013,9001611.24
01345,2013,1663191.52
01346,2013,346152.02
01347,2013,655150.24
01348,2013,3406242.4000000004
01349,2013,172422.17
01350,2013,2023348.23
01351,2013,834546.38
01352,2013,409557.43
01353,2013,1065083.77
01354,2013,218742.59
01355,2013,229430.37
01356,2013,102425.03
01357,2013,676605.97
01358,2013,1626.06
01359,2013,41305.75
01360,2013,2628639.63
01361,2013,110576.15999999999
01362,2013,265013.5
01363,2013,1663115.0399999998
01364,2013,325335.98
01365,2013,795631.39
01366,2013,765772.2
01367,2013,359606.07
01368,2013,296066.08
01369,2013,294306.82
01370,2013,1213978.96
01371,2013,131582.0
01372,2013,31853.06
01373,2013,578972.88
01374,2013,1523613.02
01375,2013,363681.16
01376,2013,4098101.52
01378,2013,3118519.1199999996
01379,2013,1357930.48
01380,2013,289220.2
01381,2013,428861.64
01382,2013,35314.34
01383,2013,1263539.4200000002
01384,2013,3126767.92
01385,2013,629664.1599999999
01386,2013,749341.39
01387,2013,105575.75
01388,2013,878382.86
01389,2013,1170606.8
01390,2013,49719.46
01391,2013,370436.39
01392,2013,708719.06
01393,2013,273174.94
01396,2013,63386.7
01397,2013,943582.71
01398,2013,1276030.48
01399,2013,1454329.08
01400,2013,2634.95
01401,2013,637129.66
01402,2013,110671.09999999999
01403,2013,1080302.55
01405,2013,359893.1
01406,2013,39392.51
01407,2013,550627.68
01408,2013,1439387.58
01409,2013,42230.0
01410,2013,371861.07
01411,2013,345334.43
01412,2013,538447.24
01413,2013,21411.87
01414,2013,83696.8
01415,2013,414413.94
01416,2013,756702.51
01417,2013,168994.3
01418,2013,309595.64
01419,2013,4214600.12
01420,2013,860438.56
01421,2013,600362.2100000001
01422,2013,1431683.15
01423,2013,279653.05
01424,2013,211920.63
01425,2013,3513.61
01426,2013,797954.79
01427,2013,5603228.72
01428,2013,170668.85
01429,2013,706070.77
01430,2013,656446.89
01431,2013,633998.13
01432,2013,215399.28
01433,2013,116185.01
01434,2013,139225.27
01435,2013,1036661.69
01436,2013,2050.0
01437,2013,215445.24
01439,2013,848.08
01441,2013,202114.8
01442,2013,78492.97
01443,2013,3903431.01
01444,2013,531354.8
01445,2013,796642.91
01446,2013,1178132.57
01447,2013,1783714.28
01448,2013,29338.54
01449,2013,659529.23
01450,2013,3138307.02
01451,2013,8336578.06
01452,2013,498982.93000000005
01453,2013,53420.33
01454,2013,1273453.95
01456,2013,511.01
01457,2013,3957616.0300000003
02002,2013,214683.15999999997
02003,2013,545510.2400000001
02004,2013,146920.98
02005,2013,208046.2
02006,2013,6717.32
02007,2013,172342.89
02008,2013,458.69
02009,2013,319008.89
02010,2013,5211.88
02011,2013,121920.78
02013,2013,178316.96
02014,2013,273860.95
02015,2013,365.0
02016,2013,677.6700000000001
02017,2013,1140.0
02018,2013,1766782.45
02019,2013,113121.82
02020,2013,60179.02
02021,2013,64756.05
02022,2013,0.01
02023,2013,17644.14
02024,2013,475.44
02025,2013,2797.73
02026,2013,26568.71
02027,2013,67703.25
02028,2013,1026747.39
02029,2013,47421.76
02030,2013,1184.8
02031,2013,252750.27000000002
02032,2013,108601.83
02033,2013,14769.71
02034,2013,203.83
02035,2013,102721.62
02037,2013,424679.21
02038,2013,69093.01000000001
02039,2013,20259.42
02040,2013,29989.09
02041,2013,178160.62
02043,2013,4.16
02046,2013,22026.44
02047,2013,950.0
02048,2013,54295.17
02049,2013,446672.15
02050,2013,16131.36
02051,2013,6297.150000000001
02052,2013,1100.0
02053,2013,1350.0
02054,2013,88666.83
02055,2013,339.68
02056,2013,48918.73
02057,2013,276878.5
02058,2013,209292.49
02059,2013,419440.23
02060,2013,117360.2
02061,2013,56792.71
02063,2013,1365.0
02064,2013,2000700.0
02065,2013,44950.88
02066,2013,20855.1
02067,2013,250.0
02068,2013,9042.87
02069,2013,6523.08
02071,2013,192652.79
02072,2013,13526.95
02073,2013,144815.07
02074,2013,43143.2
02075,2013,28.49
02076,2013,6188.5
02077,2013,42302.53
02079,2013,68156.45
02080,2013,46525.75
02081,2013,101768.04
02082,2013,50696.96
02083,2013,157345.49
02085,2013,133918.36
02086,2013,411056.8
02088,2013,9116.8
02089,2013,178427.32
02090,2013,1350.0
02093,2013,1494667.19
02094,2013,29651.87
02095,2013,4168593.7
02096,2013,75922.55
02097,2013,0.0
02098,2013,32847.96
02099,2013,58140.44
02100,2013,101096.88
02101,2013,11933.7
02102,2013,1219.94
02103,2013,1111497.52
02104,2013,10816.9
02106,2013,145612.65
02107,2013,365.88
02108,2013,554.4
02109,2013,127655.23999999999
02110,2013,543281.87
02111,2013,344918.69
02112,2013,122183.66
02114,2013,1372469.37
02115,2013,300779.32
02116,2013,24562.84
02117,2013,127675.24
02118,2013,50579.45
02120,2013,4189.55
02121,2013,957.82
02122,2013,24514.89
02123,2013,7109.34
02124,2013,73542.26
02126,2013,177037.4
02127,2013,32814.19
02128,2013,284592.05
02129,2013,0.04
02130,2013,22141.33
02131,2013,294071.0
02132,2013,84545.84
02133,2013,129708.16
02135,2013,1338146.55
02136,2013,0.0
02137,2013,600.0
02138,2013,30037.6
02139,2013,138837.29
02140,2013,159145.99
02141,2013,1594414.57
02142,2013,8865.99
02143,2013,500.0
02144,2013,94850.49
02145,2013,107861.76
02146,2013,316.26
02148,2013,38738.45
02150,2013,204.6
02151,2013,3192.3
02152,2013,2473.29
02153,2013,1799.4
02154,2013,96959.98000000001
02155,2013,114767.07
02156,2013,17129.33
02157,2013,130748.44
02159,2013,53074.68
02160,2013,459568.19
02161,2013,36405.76
02162,2013,0.0
02163,2013,1854874.18
02164,2013,39247.350000000006
02165,2013,240671.44
02166,2013,13689.93
02167,2013,344009.97
02168,2013,11851592.049999999
02169,2013,11699.42
02170,2013,25496.32
02171,2013,47359.24
02172,2013,3962.74
02173,2013,8560437.61
02174,2013,348268.78
02176,2013,9345.240000000002
02177,2013,475.0
02178,2013,36722.0
02179,2013,577.66
02180,2013,254816.94
02181,2013,26180.55
02184,2013,120275.06999999999
02185,2013,48355.61
02186,2013,1955980.79
02187,2013,227585.84
02189,2013,1815.0
02190,2013,303740.4
02191,2013,1732.6
02192,2013,61380.87
02193,2013,30768.46
02194,2013,31043.18
02195,2013,164476.55
02196,2013,1252.0
02197,2013,321874.12
02198,2013,330.0
02199,2013,51260.11
02200,2013,31574.34
02201,2013,180995.63
02203,2013,298128.61
02205,2013,22417.54
02206,2013,14430.27
02207,2013,32142.79
02208,2013,78378.01
02209,2013,161550.59
02210,2013,34673.04
02212,2013,1486444.02
02213,2013,44165.78
02214,2013,56897.72
02215,2013,434693.45
02216,2013,89122.6
02217,2013,966127.93
02218,2013,78631.29000000001
02219,2013,14443.82
02220,2013,82821.31
02222,2013,0.03
02224,2013,75789.26
02225,2013,27947.59
02226,2013,567767.24
02227,2013,560.0
02230,2013,348141.9
02231,2013,33390.16
02233,2013,0.0
02234,2013,43585.08
02235,2013,11966.929999999998
02236,2013,34807.18
02237,2013,248495.34
02238,2013,259793.1
02239,2013,437843.88
02240,2013,12577.6
02241,2013,14046.37
02242,2013,225688.7
02243,2013,1038668.15
02244,2013,3256.27
02245,2013,634059.4700000001
02246,2013,100021.97
02248,2013,10413.61
02249,2013,14375.64
02250,2013,24543.51
02251,2013,8340.0
02253,2013,73991.72
02254,2013,17312.61
02255,2013,3662.2
02256,2013,260.67
02257,2013,87371.76999999999
02258,2013,75824.54000000001
02259,2013,51877.31
02260,2013,57228.08
02261,2013,65554.98000000001
02262,2013,17501.26
02264,2013,47754.32
02265,2013,17626.929999999997
02266,2013,15885.84
02268,2013,127102.66
02269,2013,175.0
02270,2013,3881.86
02271,2013,50030.23
02272,2013,40524.94
02273,2013,183595.07
02274,2013,62901.23
02275,2013,127487.68
02276,2013,72228.07
02277,2013,1674.09
02278,2013,350.0
02279,2013,155361.72
02280,2013,95705.96
02281,2013,530.0
02283,2013,64614.479999999996
02284,2013,21213.16
02286,2013,55230.05
02287,2013,69992.01
02289,2013,47989.12
02290,2013,1917707.2000000002
02291,2013,147367.12
02292,2013,624424.93
02293,2013,92898.03
02294,2013,14190.460000000001
02295,2013,37353.32
02296,2013,804299.15
02297,2013,53529.01
02299,2013,125139.63
02301,2013,51527.41
02302,2013,143733.88
02303,2013,22023.31
02304,2013,590453.4199999999
02305,2013,1087220.9200000002
02306,2013,150222.27000000002
02307,2013,133212.46
02308,2013,45000.0
02309,2013,652150.98
02310,2013,85395.98
02311,2013,11245.69
02312,2013,357383.02
02313,2013,301671.19999999995
02315,2013,484557.82
02316,2013,29324.35
02317,2013,137816.37
02318,2013,685506.9299999999
02319,2013,100500.0
02320,2013,37490.25
02321,2013,302895.96
02322,2013,162399.03
02323,2013,7732.43
02325,2013,18370.4
02326,2013,170438.13999999998
02327,2013,55688.35
02328,2013,51628.670000000006
02329,2013,3311.25
02331,2013,3365.19
02332,2013,53616.37
02333,2013,100375.38
02334,2013,894753.26
02336,2013,354803.57
02337,2013,320.0
02338,2013,32163.05
02339,2013,182994.86
02340,2013,7934607.96
02341,2013,313.32
02343,2013,25928.42
02345,2013,479.63
02346,2013,119253.0
02347,2013,65868.5
02348,2013,95508.46
02351,2013,15756.12
02352,2013,174947.13
02353,2013,53195.51
02354,2013,4153.2
02355,2013,420.0
02356,2013,84696.03
02357,2013,7492.76
02358,2013,116428.4
02359,2013,299636.29
02360,2013,938616.3
02361,2013,1266422.74
02362,2013,62641.19
02363,2013,84589.2
02364,2013,84461.74
02366,2013,15251.82
02367,2013,119648.88
02368,2013,106836.36
02369,2013,61153.47
02370,2013,133531.53
02371,2013,48445.03
02372,2013,88848.67
02373,2013,66165.41
02374,2013,62090.12
02375,2013,390.5
02376,2013,174265.57
02377,2013,14186.19
02379,2013,75328.97
02380,2013,58956.07
02381,2013,13410117.33
02382,2013,4658835.81
02383,2013,173130.42
02384,2013,450.0
02385,2013,61747.96
02386,2013,39162.240000000005
02387,2013,342388.87
02388,2013,643.73
02389,2013,75175.52
02390,2013,32943.46
02391,2013,91116.23000000001
02392,2013,0.03
02393,2013,6978.61
02395,2013,13846.33
02396,2013,95096.06
02397,2013,115001.84
02398,2013,42602.61
02399,2013,125931.18000000001
02400,2013,545.43
02401,2013,400.01
02403,2013,417.1
02404,2013,5463.87
02405,2013,233653.67
02406,2013,13825.88
02407,2013,48002.9
02408,2013,14869318.959999999
02409,2013,20375.780000000002
02410,2013,36771.69
02412,2013,19246.63
02413,2013,91763.89
02414,2013,23578.47
02415,2013,1200.0
02416,2013,24236.28
02417,2013,12022.66
02418,2013,457.35
02419,2013,50899.62
02420,2013,339891.26
02422,2013,331122.88999999996
02423,2013,166918.85
02424,2013,140938.38
02425,2013,14253.83
02426,2013,221613.92
02427,2013,16091.0
02428,2013,14595.35
02429,2013,18400.0
02430,2013,24511.03
02431,2013,157624.62
02432,2013,48392.28
02433,2013,373378.56
02434,2013,161977.63
02438,2013,970.84
02439,2013,280018.4
02440,2013,57684.61
02441,2013,62400.0
02442,2013,182.94
02443,2013,17518.53
02444,2013,58160.55
02445,2013,26680.8
02446,2013,25395.54
02447,2013,13938.98
02448,2013,27548.91
02449,2013,910.0
02450,2013,1457.13
02451,2013,350.0
02452,2013,830.0
02453,2013,126064.93
02454,2013,81403.32
02456,2013,8448.9
02457,2013,1285566.36
02458,2013,37759.78
02459,2013,22566.71
02460,2013,42983.41
02461,2013,179046.13
02462,2013,640.0
02464,2013,68850.59
02465,2013,99128.7
02466,2013,1740.19
02467,2013,700.34
02468,2013,704000.48
02469,2013,267506.26
02470,2013,67387.93
02471,2013,36573.46
02472,2013,92892.87
02474,2013,88703.28
02475,2013,140544.7
02476,2013,146636.34
02477,2013,536009.53
02478,2013,95153.52
02479,2013,18255.8
02480,2013,157580.04
02481,2013,5312.49
02482,2013,260.0
02483,2013,30000.01
02484,2013,500.0
02485,2013,36003.24
02486,2013,680.0
02487,2013,88790.2
02488,2013,32606.59
02489,2013,191842.91
02490,2013,20472.83
02491,2013,400.0
02492,2013,202004.27000000002
02493,2013,35040.28
02494,2013,53209.01
02495,2013,507034.65
02496,2013,469.42
02497,2013,549789.05
02498,2013,175154.82
02499,2013,36989.52
02500,2013,340532.24
02502,2013,289732.81
02503,2013,267974.33
02504,2013,877445.29
02506,2013,55733.1
02507,2013,11399.09
02508,2013,42740.83
02509,2013,768.75
02510,2013,66068.97
02511,2013,64896.83
02513,2013,21789.39
02514,2013,1212.24
02516,2013,310.0
02517,2013,148317.52
02519,2013,127502.86
02520,2013,2100.0
02521,2013,923276.3
02522,2013,24455.59
02523,2013,2308.92
02524,2013,171420.11
02525,2013,569718.26
02526,2013,1221.76
02527,2013,2328.47
02528,2013,950.0
02529,2013,5481.43
02530,2013,75000.0
02531,2013,10837.61
02532,2013,103116.08
02533,2013,2231.76
02536,2013,23297.19
02538,2013,4102.41
02539,2013,112385.42
02540,2013,17291.59
02541,2013,63592.09
02542,2013,52817.44
02543,2013,2192632.49
02544,2013,2120.0
02545,2013,1089.8600000000001
02546,2013,9641.61
02547,2013,0.0
02548,2013,62750.69
02549,2013,126488.84
02550,2013,436461.72000000003
02551,2013,780.0
02552,2013,27845.44
02553,2013,38652.15
02554,2013,92895.13
02555,2013,1667775.76
02556,2013,14336.07
02557,2013,24432.25
02558,2013,1042794.37
02559,2013,121189.81
02560,2013,32480.07
02561,2013,0.0
02562,2013,740.29
02563,2013,63587.37
02564,2013,259618.45
02565,2013,724.0
02566,2013,487434.85
02567,2013,38330.66
02568,2013,41486.7
02569,2013,596.36
02570,2013,51923.030000000006
02571,2013,151989.74
02572,2013,225561.09
02574,2013,610504.95
02575,2013,81962.01
02576,2013,53585.0
02577,2013,602.94
02578,2013,34323.369999999995
02579,2013,25515.16
02580,2013,19342.84
02581,2013,32615.36
02582,2013,6818.41
02584,2013,39424.57
02586,2013,9577.96
02587,2013,109867.73
02588,2013,487.84
02589,2013,32343.92
02591,2013,427.0
02592,2013,39693.06
02593,2013,309102.13
02594,2013,23071.21
02595,2013,525749.7
02596,2013,127858.72
02597,2013,750.0
02600,2013,36774.79
02601,2013,15000.0
02602,2013,406379.5
02604,2013,10104.74
02606,2013,13597.24
02607,2013,1100.0
02608,2013,109131.69
02609,2013,350.0
02610,2013,6397.43
02613,2013,530474.95
02614,2013,466782.05
02615,2013,127300.02
02616,2013,16886.23
02617,2013,34357.42
02618,2013,158884.83
02620,2013,41771.45
02621,2013,105375.79
02622,2013,17761.88
02623,2013,20936.88
02624,2013,24432.59
02625,2013,5635.92
02626,2013,189279.5
02627,2013,45961.75
02628,2013,74214.67
02629,2013,612.85
02631,2013,89357.36
02632,2013,4829.33
02633,2013,8094.3
02634,2013,0.0
02635,2013,17676.56
02636,2013,37596.64
02637,2013,66012.39
02638,2013,128383.09
02639,2013,52081.799999999996
02640,2013,37430.57
02641,2013,1786.49
02642,2013,73843.62
02643,2013,561549.98
02644,2013,324731.85
02645,2013,0.0
02647,2013,91758.69
02648,2013,1200576.0
02649,2013,71954.65
02650,2013,145054.93000000002
02651,2013,11.58
02652,2013,49046.64
02653,2013,85952.91
02654,2013,31341.58
02655,2013,500.0
02656,2013,90422.20999999999
02658,2013,5291.860000000001
02659,2013,211617.38
02660,2013,2290.77
02661,2013,59619.07
02662,2013,1298.82
02663,2013,450.58
02664,2013,63140.51
02665,2013,974.41
02666,2013,713367.4
02667,2013,600.0
02668,2013,586663.01
02669,2013,480.0
02671,2013,1540.0
02672,2013,43731.63
02673,2013,207360.95
02674,2013,2854.1
02676,2013,390552.84
02677,2013,17080.88
02678,2013,350.0
02679,2013,12349.63
02680,2013,1102441.83
02681,2013,76233.68
02682,2013,11428.79
02683,2013,12594.8
02684,2013,1629784.93
02685,2013,7621.57
02686,2013,217953.36
02688,2013,32702.43
02689,2013,56225.689999999995
02691,2013,60965205.37
02693,2013,16825.79
02694,2013,377977.07999999996
02696,2013,564.06
02697,2013,142914.07
02698,2013,115556.66
02699,2013,37394.189999999995
02701,2013,344801.12
02702,2013,245295.12
02703,2013,583490.47
02704,2013,14458.51
02705,2013,21329.3
02706,2013,106577.63
02707,2013,43608.89000000001
02708,2013,73549.94
02709,2013,200.0
02710,2013,170435.78
02711,2013,19494.77
02713,2013,0.0
02714,2013,34776.88
02715,2013,51072.579999999994
02716,2013,33274.979999999996
02717,2013,1600.0
02718,2013,95925.37
02719,2013,253827.34
02720,2013,1168692.78
02721,2013,135175.15
02722,2013,17656538.37
02724,2013,8509.83
02725,2013,25909.27
02726,2013,20446.89
02727,2013,70672.06
02729,2013,1411.97
02730,2013,232718.88
02731,2013,600.0
02732,2013,59159.24
02733,2013,24165.98
02734,2013,25950.050000000003
02735,2013,6000.0
02736,2013,43684.08
02737,2013,168172.14
02738,2013,10304397.120000001
02739,2013,110962.46
02740,2013,43509.020000000004
02741,2013,19937.9
02742,2013,70364.79
02743,2013,13000.0
02744,2013,1784.8
02745,2013,29665.15
02746,2013,23997.67
02748,2013,1322681.44
02749,2013,229.0
02750,2013,55465.18
02751,2013,10723.349999999999
02752,2013,3937.33
02753,2013,67201.51
02754,2013,151770.74
02755,2013,501334.84
02756,2013,76916.74
02757,2013,46786.23
02758,2013,650352.39
02759,2013,81513.08
02760,2013,29399.04
02761,2013,55046.67
02762,2013,32661.88
02763,2013,93660.68
02764,2013,31663.81
02765,2013,41014.14
02766,2013,135545.56
02767,2013,30408.71
02768,2013,257214.95
02769,2013,12413.49
02770,2013,48941.45
02771,2013,385.8
02772,2013,8619.36
02774,2013,420.0
02775,2013,293933.01999999996
02776,2013,223305.06
02778,2013,902.0
02779,2013,26805.97
02780,2013,92176.47
02782,2013,45531.46
02783,2013,6123.19
02784,2013,109438.75
02785,2013,775715.3400000001
02786,2013,0.0
02787,2013,60.0
02788,2013,125241.98
02789,2013,1998462.25
02790,2013,38786.71
02791,2013,49678.43
02792,2013,41652.28
02794,2013,1363.8600000000001
02795,2013,360550.57
02796,2013,5477.41
02798,2013,230807.41
02799,2013,207745.1
02800,2013,458.42
02801,2013,67103.24
02802,2013,48798.61
02803,2013,103199.57999999999
02805,2013,663733.82
02806,2013,11552.59
02807,2013,313617.7
02808,2013,12951.92
02810,2013,3050147.14
02811,2013,71975.98
02812,2013,26972.35
02813,2013,28354.52
02814,2013,65636.31
02815,2013,66695.97
02816,2013,51344.45
02817,2013,48214.29
02818,2013,16929.19
02819,2013,14197.34
02820,2013,858088.43
02821,2013,111034.58
02822,2013,150.0
02823,2013,488.0
02824,2013,83793.0
02826,2013,122726.65999999999
02827,2013,4162.48
02828,2013,60917.69
02830,2013,209998.47999999998
02831,2013,69861.66
02832,2013,181091.38
02833,2013,71049.9
02834,2013,54696.99
03001,2013,2345692.87
03002,2013,201637.56
03003,2013,1348394.89
03004,2013,71552.74
03005,2013,100976.74
03006,2013,643721.2
03007,2013,285015.3
03008,2013,247299.21
03009,2013,70715.45000000001
03010,2013,174240.56
03011,2013,84950.0
03012,2013,112724.19
03013,2013,4502366.859999999
03014,2013,117210.41
03015,2013,393465.13
03016,2013,46598.469999999994
03017,2013,406.64
03018,2013,201340.52
03019,2013,455544.75
03020,2013,197781.56999999998
03021,2013,1102.94
03022,2013,1775082.12
03023,2013,6544149.86
03024,2013,48315.11
03025,2013,1337166.81
03026,2013,488379.88999999996
03027,2013,707502.65
03028,2013,213631.04
03029,2013,793614.6
03030,2013,295121.93
03031,2013,183788.12
03032,2013,122333.05
03033,2013,88021.02
03034,2013,119714.28
03035,2013,85106.99
03036,2013,2395464.02
03037,2013,365922.36
03038,2013,514452.58999999997
03039,2013,257397.69
03040,2013,232783.61
03041,2013,127834.46999999999
03042,2013,201304.53
03043,2013,699935.07
03044,2013,1996799.85
03045,2013,798259.76
03046,2013,482287.62
03047,2013,105441.84
03048,2013,1694988.46
03049,2013,127943.34
03050,2013,99476.03
03051,2013,121500.02
03052,2013,755691.82
03053,2013,2679120.35
03054,2013,203811.05
03055,2013,608878.56
03056,2013,227571.15
03057,2013,283312.53
03058,2013,3292.02
03059,2013,56064.55
03060,2013,461895.31
03061,2013,255968.49
03062,2013,670960.29
03063,2013,254330.29
03064,2013,175317.12
03065,2013,326825.38
03066,2013,181573.03
03067,2013,13154.5
03068,2013,79055.89
03069,2013,105134.21
03070,2013,45798.68
03071,2013,98184.92
03072,2013,195959.12000000002
03073,2013,493723.65
03074,2013,359690.01
03075,2013,35649.76
03076,2013,170860.01
03077,2013,48572.09
03078,2013,125657.23999999999
03079,2013,538837.73
03080,2013,319609.86
03081,2013,484331.89
03082,2013,8062307.540000001
03083,2013,243088.43
03084,2013,3547018.38
03085,2013,207075.39
