code_insee,annee,type_scrutin,n_unites,mono_liste,closeness,method
51267,2020,individuel,11,1,,seat_cutoff_rne_real
51268,2008,individuel,11,0,3.6585,winner_share_proxy_2008
51268,2014,individuel,12,0,11.6279,seat_cutoff_model
51268,2020,individuel,15,0,0.0,seat_cutoff_rne_real
51269,2008,individuel,11,0,12.2995,winner_share_proxy_2008
51269,2014,individuel,13,0,0.495,seat_cutoff_model
51269,2020,individuel,14,0,3.4682,seat_cutoff_rne_real
51270,2008,individuel,11,0,8.0745,winner_share_proxy_2008
51270,2014,individuel,9,1,,seat_cutoff_model
51270,2020,individuel,11,1,,seat_cutoff_rne_real
51272,2008,individuel,3,0,32.9004,winner_share_proxy_2008
51272,2014,individuel,12,0,0.0,seat_cutoff_model
51272,2020,individuel,11,1,,seat_cutoff_rne_real
51273,2008,individuel,1,1,,winner_share_proxy_2008
51273,2014,individuel,9,0,0.0,seat_cutoff_model
51273,2020,individuel,3,1,,seat_cutoff_rne_real
51274,2008,individuel,2,0,16.3636,winner_share_proxy_2008
51274,2014,individuel,7,1,,seat_cutoff_model
51274,2020,individuel,11,1,,seat_cutoff_rne_real
51275,2008,individuel,11,0,15.4639,winner_share_proxy_2008
51275,2020,individuel,4,1,,seat_cutoff_rne_real
51276,2008,individuel,3,0,36.4486,winner_share_proxy_2008
51276,2014,individuel,11,1,,seat_cutoff_model
51276,2020,individuel,9,1,,seat_cutoff_rne_real
51277,2008,individuel,6,0,50.0,winner_share_proxy_2008
51277,2014,individuel,4,1,,seat_cutoff_model
51277,2020,individuel,14,0,18.4211,seat_cutoff_rne_real
51278,2008,individuel,4,0,17.8862,winner_share_proxy_2008
51278,2014,individuel,1,1,,seat_cutoff_model
51278,2020,individuel,12,0,21.1538,seat_cutoff_rne_real
51279,2008,individuel,11,0,6.6667,winner_share_proxy_2008
51279,2014,individuel,11,1,,seat_cutoff_model
51279,2020,individuel,11,1,,seat_cutoff_rne_real
51280,2008,individuel,2,0,50.0,winner_share_proxy_2008
51280,2014,individuel,7,1,,seat_cutoff_model
51280,2020,individuel,7,1,,seat_cutoff_rne_real
51281,2008,individuel,15,0,21.3198,winner_share_proxy_2008
51281,2014,individuel,16,0,0.0,seat_cutoff_model
51281,2020,individuel,3,1,,seat_cutoff_rne_real
51282,2008,individuel,19,0,40.625,winner_share_proxy_2008
51283,2008,individuel,1,1,,winner_share_proxy_2008
51283,2014,individuel,11,1,,seat_cutoff_model
51283,2020,individuel,11,1,,seat_cutoff_rne_real
51284,2008,individuel,11,0,17.3333,winner_share_proxy_2008
51284,2014,individuel,12,0,9.0164,seat_cutoff_model
51284,2020,individuel,11,1,,seat_cutoff_rne_real
51285,2008,individuel,11,0,17.3913,winner_share_proxy_2008
51285,2014,individuel,11,1,,seat_cutoff_model
51285,2020,individuel,12,0,17.2043,seat_cutoff_rne_real
51286,2008,individuel,11,0,19.5946,winner_share_proxy_2008
51286,2014,individuel,9,1,,seat_cutoff_model
51286,2020,individuel,13,0,12.1495,seat_cutoff_rne_real
51287,2008,individuel,15,0,18.2903,winner_share_proxy_2008
51287,2014,individuel,15,1,,seat_cutoff_model
51287,2020,individuel,15,1,,seat_cutoff_rne_real
51288,2008,individuel,5,0,37.4046,winner_share_proxy_2008
51288,2014,individuel,12,0,3.876,seat_cutoff_model
51288,2020,individuel,11,1,,seat_cutoff_rne_real
51289,2008,individuel,1,1,,winner_share_proxy_2008
51289,2014,individuel,12,0,0.7874,seat_cutoff_model
51289,2020,individuel,12,0,8.867,seat_cutoff_rne_real
51290,2008,individuel,2,0,58.0645,winner_share_proxy_2008
51290,2014,individuel,12,0,4.5455,seat_cutoff_model
51290,2020,individuel,11,1,,seat_cutoff_rne_real
51291,2008,individuel,15,0,12.0427,winner_share_proxy_2008
51292,2008,individuel,11,0,4.8193,winner_share_proxy_2008
51292,2014,individuel,13,0,1.8868,seat_cutoff_model
51292,2020,individuel,13,0,16.0494,seat_cutoff_rne_real
51293,2008,individuel,11,0,6.1538,winner_share_proxy_2008
51293,2014,individuel,11,1,,seat_cutoff_model
51293,2020,individuel,11,1,,seat_cutoff_rne_real
51294,2008,individuel,9,0,2.1739,winner_share_proxy_2008
51294,2014,individuel,7,1,,seat_cutoff_model
51294,2020,individuel,7,1,,seat_cutoff_rne_real
51295,2008,individuel,3,0,53.7313,winner_share_proxy_2008
51295,2014,individuel,12,0,18.8889,seat_cutoff_model
51295,2020,individuel,15,0,13.1148,seat_cutoff_rne_real
51296,2008,individuel,2,0,28.8462,winner_share_proxy_2008
51296,2014,individuel,7,1,,seat_cutoff_model
51296,2020,individuel,7,1,,seat_cutoff_rne_real
51298,2008,individuel,10,0,55.794,winner_share_proxy_2008
51298,2014,individuel,10,1,,seat_cutoff_model
51298,2020,individuel,15,0,3.8168,seat_cutoff_rne_real
51299,2008,individuel,15,0,27.8287,winner_share_proxy_2008
51299,2014,individuel,25,0,0.2392,seat_cutoff_model
51299,2020,individuel,16,0,0.0,seat_cutoff_rne_real
51300,2008,individuel,3,0,48.0769,winner_share_proxy_2008
51300,2014,individuel,17,0,35.1351,seat_cutoff_model
51300,2020,individuel,7,1,,seat_cutoff_rne_real
51301,2008,individuel,9,0,15.1899,winner_share_proxy_2008
51301,2014,individuel,11,1,,seat_cutoff_model
51301,2020,individuel,12,0,7.5758,seat_cutoff_rne_real
51302,2008,individuel,1,1,,winner_share_proxy_2008
51302,2014,individuel,2,1,,seat_cutoff_model
51302,2020,individuel,1,1,,seat_cutoff_rne_real
51303,2008,individuel,15,0,14.7727,winner_share_proxy_2008
51303,2014,individuel,16,0,48.8479,seat_cutoff_model
51303,2020,individuel,17,0,8.0745,seat_cutoff_rne_real
51304,2008,individuel,11,0,13.4146,winner_share_proxy_2008
51304,2014,individuel,12,0,11.8421,seat_cutoff_model
51304,2020,individuel,9,1,,seat_cutoff_rne_real
51305,2008,individuel,11,0,3.8961,winner_share_proxy_2008
51305,2014,individuel,12,0,15.1899,seat_cutoff_model
51305,2020,individuel,12,0,4.1667,seat_cutoff_rne_real
51306,2008,individuel,9,0,8.4746,winner_share_proxy_2008
51306,2014,individuel,7,1,,seat_cutoff_model
51306,2020,individuel,12,0,12.0,seat_cutoff_rne_real
51307,2008,individuel,11,0,14.0,winner_share_proxy_2008
51307,2014,individuel,12,0,20.4301,seat_cutoff_model
51307,2020,individuel,2,1,,seat_cutoff_rne_real
51308,2008,individuel,19,0,4.2705,winner_share_proxy_2008
51309,2008,individuel,9,0,5.2632,winner_share_proxy_2008
51309,2014,individuel,12,0,17.6471,seat_cutoff_model
51309,2020,individuel,11,1,,seat_cutoff_rne_real
51310,2008,individuel,11,0,5.8824,winner_share_proxy_2008
51310,2014,individuel,11,1,,seat_cutoff_model
51310,2020,individuel,12,0,15.5963,seat_cutoff_rne_real
51311,2008,individuel,11,0,15.3846,winner_share_proxy_2008
51311,2014,individuel,14,0,1.8519,seat_cutoff_model
51311,2020,individuel,31,0,0.0,seat_cutoff_rne_real
51312,2008,individuel,15,0,21.9355,winner_share_proxy_2008
51312,2020,individuel,24,0,37.3961,seat_cutoff_rne_real
51313,2008,individuel,2,0,35.2941,winner_share_proxy_2008
51313,2014,individuel,3,1,,seat_cutoff_model
51313,2020,individuel,16,0,18.2927,seat_cutoff_rne_real
51314,2008,individuel,1,1,,winner_share_proxy_2008
51314,2014,individuel,12,0,0.0,seat_cutoff_model
51314,2020,individuel,11,1,,seat_cutoff_rne_real
51315,2008,individuel,1,1,,winner_share_proxy_2008
51315,2014,individuel,4,1,,seat_cutoff_model
51315,2020,individuel,11,1,,seat_cutoff_rne_real
51316,2008,individuel,11,0,11.1702,winner_share_proxy_2008
51316,2014,individuel,11,1,,seat_cutoff_model
51316,2020,individuel,12,0,1.4184,seat_cutoff_rne_real
51317,2008,individuel,9,0,4.5455,winner_share_proxy_2008
51317,2014,individuel,7,1,,seat_cutoff_model
51317,2020,individuel,7,1,,seat_cutoff_rne_real
51318,2008,individuel,11,0,17.8125,winner_share_proxy_2008
51318,2014,individuel,15,1,,seat_cutoff_model
51318,2020,individuel,18,0,0.0,seat_cutoff_rne_real
51319,2008,individuel,1,1,,winner_share_proxy_2008
51319,2014,individuel,1,1,,seat_cutoff_model
51319,2020,individuel,10,0,13.9241,seat_cutoff_rne_real
51320,2008,individuel,11,0,32.4324,winner_share_proxy_2008
51320,2014,individuel,17,0,23.0769,seat_cutoff_model
51320,2020,individuel,12,0,0.0,seat_cutoff_rne_real
51321,2008,individuel,9,0,2.2727,winner_share_proxy_2008
51321,2014,individuel,9,0,15.2174,seat_cutoff_model
51321,2020,individuel,8,0,53.3333,seat_cutoff_rne_real
51322,2008,individuel,9,0,8.6957,winner_share_proxy_2008
51322,2014,individuel,13,0,22.5806,seat_cutoff_model
51322,2020,individuel,1,1,,seat_cutoff_rne_real
51323,2008,individuel,11,0,12.1951,winner_share_proxy_2008
51323,2014,individuel,11,1,,seat_cutoff_model
51323,2020,individuel,9,1,,seat_cutoff_rne_real
51324,2008,individuel,6,0,46.4789,winner_share_proxy_2008
51324,2014,individuel,4,1,,seat_cutoff_model
51324,2020,individuel,3,1,,seat_cutoff_rne_real
51325,2008,individuel,9,0,18.0851,winner_share_proxy_2008
51325,2014,individuel,11,1,,seat_cutoff_model
51325,2020,individuel,12,0,31.0811,seat_cutoff_rne_real
51326,2008,individuel,1,1,,winner_share_proxy_2008
51327,2008,individuel,1,1,,winner_share_proxy_2008
51327,2014,individuel,14,0,0.7407,seat_cutoff_model
51327,2020,individuel,8,1,,seat_cutoff_rne_real
51328,2008,individuel,15,0,20.3358,winner_share_proxy_2008
51328,2014,individuel,15,1,,seat_cutoff_model
51329,2008,individuel,15,0,5.8932,winner_share_proxy_2008
51333,2008,individuel,3,0,52.2013,winner_share_proxy_2008
51333,2014,individuel,19,0,2.5641,seat_cutoff_model
51333,2020,individuel,15,1,,seat_cutoff_rne_real
51334,2008,individuel,11,0,19.1919,winner_share_proxy_2008
51334,2014,individuel,11,1,,seat_cutoff_model
51334,2020,individuel,11,1,,seat_cutoff_rne_real
51336,2008,individuel,9,0,12.0,winner_share_proxy_2008
51336,2014,individuel,7,1,,seat_cutoff_model
51336,2020,individuel,7,1,,seat_cutoff_rne_real
51337,2008,individuel,5,0,53.0201,winner_share_proxy_2008
51337,2014,individuel,11,1,,seat_cutoff_model
51337,2020,individuel,11,1,,seat_cutoff_rne_real
51338,2008,individuel,11,0,47.6427,winner_share_proxy_2008
51338,2014,individuel,16,0,21.3483,seat_cutoff_model
51338,2020,individuel,15,1,,seat_cutoff_rne_real
51339,2008,individuel,15,0,14.2857,winner_share_proxy_2008
51339,2014,individuel,18,0,1.9293,seat_cutoff_model
51339,2020,individuel,17,0,4.5662,seat_cutoff_rne_real
51340,2008,individuel,5,0,42.8016,winner_share_proxy_2008
51340,2014,individuel,1,1,,seat_cutoff_model
51340,2020,individuel,2,1,,seat_cutoff_rne_real
51341,2008,individuel,9,0,0.0,winner_share_proxy_2008
51341,2014,individuel,7,1,,seat_cutoff_model
51341,2020,individuel,7,1,,seat_cutoff_rne_real
51342,2008,individuel,11,0,19.0476,winner_share_proxy_2008
51342,2014,individuel,11,1,,seat_cutoff_model
51342,2020,individuel,11,0,0.0,seat_cutoff_rne_real
51343,2008,individuel,5,0,46.438,winner_share_proxy_2008
51343,2014,individuel,20,0,0.0,seat_cutoff_model
51343,2020,individuel,15,1,,seat_cutoff_rne_real
51344,2008,individuel,19,0,6.3584,winner_share_proxy_2008
51345,2008,individuel,11,0,42.446,winner_share_proxy_2008
51345,2014,individuel,11,1,,seat_cutoff_model
51345,2020,individuel,11,1,,seat_cutoff_rne_real
51346,2008,individuel,15,0,11.1336,winner_share_proxy_2008
51348,2008,individuel,2,0,14.8148,winner_share_proxy_2008
51348,2014,individuel,2,1,,seat_cutoff_model
51348,2020,individuel,11,1,,seat_cutoff_rne_real
51349,2008,individuel,1,1,,winner_share_proxy_2008
51349,2014,individuel,2,1,,seat_cutoff_model
51349,2020,individuel,4,1,,seat_cutoff_rne_real
51350,2008,individuel,11,0,3.5714,winner_share_proxy_2008
51350,2014,individuel,9,1,,seat_cutoff_model
51350,2020,individuel,11,1,,seat_cutoff_rne_real
51351,2008,individuel,1,1,,winner_share_proxy_2008
51351,2014,individuel,11,1,,seat_cutoff_model
51351,2020,individuel,12,0,2.439,seat_cutoff_rne_real
51352,2008,individuel,1,1,,winner_share_proxy_2008
51352,2014,individuel,30,0,4.8077,seat_cutoff_model
51352,2020,individuel,30,0,37.1053,seat_cutoff_rne_real
51353,2008,individuel,2,0,15.3846,winner_share_proxy_2008
51353,2014,individuel,7,1,,seat_cutoff_model
51353,2020,individuel,7,1,,seat_cutoff_rne_real
51354,2008,individuel,2,0,29.9401,winner_share_proxy_2008
51354,2014,individuel,5,1,,seat_cutoff_model
51354,2020,individuel,11,1,,seat_cutoff_rne_real
51355,2008,individuel,9,0,8.1081,winner_share_proxy_2008
51355,2014,individuel,7,1,,seat_cutoff_model
51355,2020,individuel,8,0,3.0303,seat_cutoff_rne_real
51356,2008,individuel,1,1,,winner_share_proxy_2008
51356,2014,individuel,5,1,,seat_cutoff_model
51356,2020,individuel,13,0,3.9474,seat_cutoff_rne_real
51357,2008,individuel,15,0,13.4731,winner_share_proxy_2008
51357,2014,individuel,22,0,0.5848,seat_cutoff_model
51357,2020,individuel,18,0,8.0139,seat_cutoff_rne_real
51358,2008,individuel,5,0,27.2727,winner_share_proxy_2008
51358,2014,individuel,15,1,,seat_cutoff_model
51358,2020,individuel,28,0,1.6736,seat_cutoff_rne_real
51359,2008,individuel,11,0,7.0588,winner_share_proxy_2008
51359,2014,individuel,11,1,,seat_cutoff_model
51359,2020,individuel,11,1,,seat_cutoff_rne_real
51360,2008,individuel,11,0,22.6744,winner_share_proxy_2008
51360,2014,individuel,12,0,20.2532,seat_cutoff_model
51360,2020,individuel,22,0,8.805,seat_cutoff_rne_real
51361,2008,individuel,6,0,39.726,winner_share_proxy_2008
51361,2014,individuel,11,1,,seat_cutoff_model
51361,2020,individuel,11,1,,seat_cutoff_rne_real
51362,2008,individuel,15,0,7.9027,winner_share_proxy_2008
51362,2014,individuel,15,1,,seat_cutoff_model
51362,2020,individuel,13,1,,seat_cutoff_rne_real
51363,2008,individuel,5,0,21.7054,winner_share_proxy_2008
51363,2014,individuel,2,1,,seat_cutoff_model
51363,2020,individuel,11,1,,seat_cutoff_rne_real
51364,2008,individuel,1,1,,winner_share_proxy_2008
51364,2014,individuel,4,1,,seat_cutoff_model
51364,2020,individuel,8,0,10.0,seat_cutoff_rne_real
51365,2008,individuel,15,0,34.0304,winner_share_proxy_2008
51365,2014,individuel,16,0,14.3469,seat_cutoff_model
51365,2020,individuel,16,0,34.2029,seat_cutoff_rne_real
51367,2008,individuel,15,0,13.8889,winner_share_proxy_2008
51368,2008,individuel,9,0,2.1739,winner_share_proxy_2008
51368,2014,individuel,7,1,,seat_cutoff_model
51368,2020,individuel,8,0,11.7647,seat_cutoff_rne_real
51369,2008,individuel,2,0,53.4351,winner_share_proxy_2008
51369,2014,individuel,17,0,0.5618,seat_cutoff_model
51369,2020,individuel,15,0,10.596,seat_cutoff_rne_real
51370,2008,individuel,1,1,,winner_share_proxy_2008
51370,2014,individuel,1,1,,seat_cutoff_model
51370,2020,individuel,13,0,17.3554,seat_cutoff_rne_real
51371,2008,individuel,2,0,42.4242,winner_share_proxy_2008
51371,2014,individuel,8,0,13.5135,seat_cutoff_model
51371,2020,individuel,7,1,,seat_cutoff_rne_real
51372,2008,individuel,15,0,6.2963,winner_share_proxy_2008
51372,2014,individuel,30,0,13.9683,seat_cutoff_model
51372,2020,individuel,18,0,7.173,seat_cutoff_rne_real
51373,2008,individuel,11,0,13.1579,winner_share_proxy_2008
51373,2014,individuel,10,0,1.4925,seat_cutoff_model
51373,2020,individuel,7,1,,seat_cutoff_rne_real
51374,2008,individuel,9,0,0.0,winner_share_proxy_2008
51374,2014,individuel,8,0,9.375,seat_cutoff_model
51374,2020,individuel,9,0,3.8462,seat_cutoff_rne_real
51375,2008,individuel,11,0,23.7288,winner_share_proxy_2008
51375,2014,individuel,15,0,7.6433,seat_cutoff_model
51375,2020,individuel,11,0,11.194,seat_cutoff_rne_real
51376,2008,individuel,11,0,7.9545,winner_share_proxy_2008
51376,2014,individuel,11,1,,seat_cutoff_model
51376,2020,individuel,11,1,,seat_cutoff_rne_real
51377,2008,individuel,9,0,3.4483,winner_share_proxy_2008
51377,2014,individuel,7,1,,seat_cutoff_model
51377,2020,individuel,9,0,26.9231,seat_cutoff_rne_real
51378,2008,individuel,1,1,,winner_share_proxy_2008
51378,2014,individuel,11,1,,seat_cutoff_model
51378,2020,individuel,12,0,8.4416,seat_cutoff_rne_real
51379,2008,individuel,6,0,47.8088,winner_share_proxy_2008
51379,2014,individuel,14,1,,seat_cutoff_model
51379,2020,individuel,16,0,49.359,seat_cutoff_rne_real
51381,2008,individuel,6,0,45.2229,winner_share_proxy_2008
51381,2014,individuel,16,0,4.6512,seat_cutoff_model
51381,2020,individuel,15,1,,seat_cutoff_rne_real
51382,2008,individuel,2,0,38.4615,winner_share_proxy_2008
51382,2014,individuel,5,1,,seat_cutoff_model
51382,2020,individuel,18,0,2.6667,seat_cutoff_rne_real
51384,2008,individuel,1,1,,winner_share_proxy_2008
51384,2014,individuel,14,0,0.5376,seat_cutoff_model
51384,2020,individuel,15,0,1.8182,seat_cutoff_rne_real
51386,2008,individuel,11,0,3.75,winner_share_proxy_2008
51386,2014,individuel,14,0,1.087,seat_cutoff_model
51386,2020,individuel,13,0,2.8986,seat_cutoff_rne_real
51387,2008,individuel,4,0,46.0123,winner_share_proxy_2008
51387,2014,individuel,12,0,30.1887,seat_cutoff_model
51387,2020,individuel,12,0,58.5938,seat_cutoff_rne_real
51389,2008,individuel,15,0,8.6154,winner_share_proxy_2008
51389,2014,individuel,44,0,0.6928,seat_cutoff_model
51389,2020,individuel,23,0,0.2941,seat_cutoff_rne_real
51390,2008,individuel,15,0,30.5483,winner_share_proxy_2008
51390,2014,individuel,3,1,,seat_cutoff_model
51390,2020,individuel,15,1,,seat_cutoff_rne_real
51391,2008,individuel,19,0,36.7521,winner_share_proxy_2008
51392,2008,individuel,11,0,35.503,winner_share_proxy_2008
51392,2014,individuel,14,0,1.4085,seat_cutoff_model
51392,2020,individuel,22,0,6.4748,seat_cutoff_rne_real
51393,2008,individuel,11,0,12.782,winner_share_proxy_2008
51393,2014,individuel,14,0,1.9608,seat_cutoff_model
51393,2020,individuel,16,0,0.0,seat_cutoff_rne_real
51395,2008,individuel,4,0,13.2075,winner_share_proxy_2008
51395,2014,individuel,8,1,,seat_cutoff_model
51395,2020,individuel,22,0,6.4935,seat_cutoff_rne_real
51396,2008,individuel,8,0,10.2564,winner_share_proxy_2008
51396,2014,individuel,3,1,,seat_cutoff_model
51396,2020,individuel,4,1,,seat_cutoff_rne_real
51397,2008,individuel,11,0,20.4082,winner_share_proxy_2008
51397,2014,individuel,3,1,,seat_cutoff_model
51397,2020,individuel,6,1,,seat_cutoff_rne_real
51398,2008,individuel,11,0,24.4094,winner_share_proxy_2008
51398,2014,individuel,11,1,,seat_cutoff_model
51398,2020,individuel,11,0,2.7397,seat_cutoff_rne_real
51399,2008,individuel,15,0,14.1509,winner_share_proxy_2008
51399,2014,individuel,15,1,,seat_cutoff_model
51399,2020,individuel,18,0,0.0,seat_cutoff_rne_real
51402,2008,individuel,11,0,7.7519,winner_share_proxy_2008
51402,2014,individuel,22,0,9.8592,seat_cutoff_model
51402,2020,individuel,11,1,,seat_cutoff_rne_real
51403,2008,individuel,15,0,7.7193,winner_share_proxy_2008
51403,2014,individuel,16,0,5.8182,seat_cutoff_model
51403,2020,individuel,15,1,,seat_cutoff_rne_real
51404,2008,individuel,11,0,2.0833,winner_share_proxy_2008
51404,2014,individuel,11,1,,seat_cutoff_model
51404,2020,individuel,14,0,1.2987,seat_cutoff_rne_real
51406,2008,individuel,11,0,8.6022,winner_share_proxy_2008
51406,2014,individuel,11,1,,seat_cutoff_model
51406,2020,individuel,6,1,,seat_cutoff_rne_real
51407,2008,individuel,11,0,22.3776,winner_share_proxy_2008
51407,2014,individuel,12,0,23.2258,seat_cutoff_model
51407,2020,individuel,5,1,,seat_cutoff_rne_real
51409,2008,individuel,11,0,18.3784,winner_share_proxy_2008
51409,2014,individuel,7,1,,seat_cutoff_model
51409,2020,individuel,11,1,,seat_cutoff_rne_real
51410,2008,individuel,15,0,12.7036,winner_share_proxy_2008
51410,2014,individuel,17,0,1.3841,seat_cutoff_model
51410,2020,individuel,15,1,,seat_cutoff_rne_real
51412,2008,individuel,3,0,48.9796,winner_share_proxy_2008
51412,2014,individuel,3,1,,seat_cutoff_model
51412,2020,individuel,7,1,,seat_cutoff_rne_real
51413,2008,individuel,15,0,28.8,winner_share_proxy_2008
