code_insee,annee,type_scrutin,n_unites,mono_liste,closeness,method
17242,2008,individuel,15,0,23.702,winner_share_proxy_2008
17242,2014,individuel,15,1,,seat_cutoff_model
17242,2020,individuel,15,1,,seat_cutoff_rne_real
17244,2008,individuel,15,0,8.4795,winner_share_proxy_2008
17244,2014,individuel,16,0,39.403,seat_cutoff_model
17244,2020,individuel,15,1,,seat_cutoff_rne_real
17245,2008,individuel,15,0,4.4674,winner_share_proxy_2008
17245,2014,individuel,16,0,0.0,seat_cutoff_model
17245,2020,individuel,15,1,,seat_cutoff_rne_real
17246,2008,individuel,11,0,6.0465,winner_share_proxy_2008
17246,2014,individuel,11,1,,seat_cutoff_model
17246,2020,individuel,15,1,,seat_cutoff_rne_real
17247,2008,individuel,15,0,12.685,winner_share_proxy_2008
17247,2014,individuel,30,0,13.1387,seat_cutoff_model
17247,2020,individuel,18,0,0.0,seat_cutoff_rne_real
17248,2008,individuel,15,0,11.157,winner_share_proxy_2008
17248,2020,individuel,60,0,12.9225,seat_cutoff_rne_real
17249,2008,individuel,11,0,3.8835,winner_share_proxy_2008
17249,2014,individuel,12,0,18.4466,seat_cutoff_model
17249,2020,individuel,11,1,,seat_cutoff_rne_real
17250,2008,individuel,11,0,8.7302,winner_share_proxy_2008
17250,2014,individuel,11,1,,seat_cutoff_model
17250,2020,individuel,22,0,40.7583,seat_cutoff_rne_real
17252,2008,individuel,11,0,8.5526,winner_share_proxy_2008
17252,2014,individuel,11,1,,seat_cutoff_model
17252,2020,individuel,11,1,,seat_cutoff_rne_real
17253,2008,individuel,15,0,22.3386,winner_share_proxy_2008
17254,2008,individuel,11,0,4.5752,winner_share_proxy_2008
17254,2014,individuel,14,0,26.5152,seat_cutoff_model
17254,2020,individuel,20,0,6.422,seat_cutoff_rne_real
17255,2008,individuel,10,0,39.8773,winner_share_proxy_2008
17255,2014,individuel,21,0,42.042,seat_cutoff_model
17255,2020,individuel,23,0,65.0327,seat_cutoff_rne_real
17256,2008,individuel,11,0,7.4713,winner_share_proxy_2008
17256,2014,individuel,11,1,,seat_cutoff_model
17256,2020,individuel,11,1,,seat_cutoff_rne_real
17257,2008,individuel,13,0,25.1799,winner_share_proxy_2008
17257,2014,individuel,35,0,11.2981,seat_cutoff_model
17257,2020,individuel,15,0,6.4935,seat_cutoff_rne_real
17258,2008,individuel,11,0,6.3291,winner_share_proxy_2008
17258,2014,individuel,17,0,17.3653,seat_cutoff_model
17258,2020,individuel,17,0,0.0,seat_cutoff_rne_real
17259,2008,individuel,8,0,6.5934,winner_share_proxy_2008
17259,2014,individuel,12,0,35.8696,seat_cutoff_model
17259,2020,individuel,11,1,,seat_cutoff_rne_real
17260,2008,individuel,11,0,5.3719,winner_share_proxy_2008
17260,2014,individuel,12,0,71.8367,seat_cutoff_model
17260,2020,individuel,11,1,,seat_cutoff_rne_real
17261,2008,individuel,11,0,23.3051,winner_share_proxy_2008
17261,2014,individuel,11,1,,seat_cutoff_model
17261,2020,individuel,11,0,1.5038,seat_cutoff_rne_real
17262,2008,individuel,15,0,27.3632,winner_share_proxy_2008
17263,2008,individuel,15,0,27.0588,winner_share_proxy_2008
17263,2014,individuel,15,1,,seat_cutoff_model
17263,2020,individuel,19,0,5.9072,seat_cutoff_rne_real
17265,2008,individuel,12,0,32.3136,winner_share_proxy_2008
17266,2008,individuel,3,0,43.553,winner_share_proxy_2008
17266,2014,individuel,15,1,,seat_cutoff_model
17266,2020,individuel,15,1,,seat_cutoff_rne_real
17268,2008,individuel,11,0,4.1379,winner_share_proxy_2008
17268,2014,individuel,11,1,,seat_cutoff_model
17268,2020,individuel,1,1,,seat_cutoff_rne_real
17269,2008,individuel,15,0,6.8602,winner_share_proxy_2008
17269,2014,individuel,15,1,,seat_cutoff_model
17269,2020,individuel,17,0,0.0,seat_cutoff_rne_real
17270,2008,individuel,8,0,46.5753,winner_share_proxy_2008
17270,2014,individuel,16,0,27.439,seat_cutoff_model
17270,2020,individuel,45,0,0.3413,seat_cutoff_rne_real
17271,2008,individuel,11,0,10.8911,winner_share_proxy_2008
17271,2014,individuel,11,1,,seat_cutoff_model
17271,2020,individuel,11,1,,seat_cutoff_rne_real
17273,2008,individuel,15,0,11.6412,winner_share_proxy_2008
17273,2014,individuel,16,0,65.3386,seat_cutoff_model
17275,2008,individuel,15,0,3.2967,winner_share_proxy_2008
17275,2014,individuel,15,1,,seat_cutoff_model
17275,2020,individuel,15,1,,seat_cutoff_rne_real
17276,2008,individuel,9,0,2.1277,winner_share_proxy_2008
17276,2014,individuel,8,0,13.9535,seat_cutoff_model
17276,2020,individuel,8,0,8.6957,seat_cutoff_rne_real
17277,2008,individuel,15,0,10.0529,winner_share_proxy_2008
17277,2014,individuel,15,1,,seat_cutoff_model
17278,2008,individuel,11,0,4.8193,winner_share_proxy_2008
17278,2014,individuel,15,1,,seat_cutoff_model
17278,2020,individuel,30,0,31.3351,seat_cutoff_rne_real
17279,2008,individuel,15,0,27.5362,winner_share_proxy_2008
17279,2014,individuel,16,0,43.8596,seat_cutoff_model
17279,2020,individuel,23,0,0.0,seat_cutoff_rne_real
17280,2008,individuel,15,0,32.4742,winner_share_proxy_2008
17280,2014,individuel,15,1,,seat_cutoff_model
17280,2020,individuel,15,1,,seat_cutoff_rne_real
17281,2008,individuel,11,0,7.8431,winner_share_proxy_2008
17281,2014,individuel,1,1,,seat_cutoff_model
17281,2020,individuel,11,1,,seat_cutoff_rne_real
17282,2008,individuel,11,0,5.9829,winner_share_proxy_2008
17282,2014,individuel,21,0,10.0775,seat_cutoff_model
17282,2020,individuel,12,0,50.5155,seat_cutoff_rne_real
17285,2008,individuel,15,0,23.4375,winner_share_proxy_2008
17286,2008,individuel,13,0,38.4615,winner_share_proxy_2008
17286,2014,individuel,20,0,0.0,seat_cutoff_model
17286,2020,individuel,26,0,0.5941,seat_cutoff_rne_real
17287,2008,individuel,11,0,12.1212,winner_share_proxy_2008
17287,2014,individuel,11,1,,seat_cutoff_model
17287,2020,individuel,15,0,0.0,seat_cutoff_rne_real
17288,2008,individuel,11,0,7.362,winner_share_proxy_2008
17288,2014,individuel,11,1,,seat_cutoff_model
17288,2020,individuel,11,1,,seat_cutoff_rne_real
17289,2008,individuel,11,0,5.53,winner_share_proxy_2008
17289,2014,individuel,11,1,,seat_cutoff_model
17289,2020,individuel,11,1,,seat_cutoff_rne_real
17290,2008,individuel,11,0,29.4118,winner_share_proxy_2008
17290,2014,individuel,12,0,43.75,seat_cutoff_model
17290,2020,individuel,11,1,,seat_cutoff_rne_real
17292,2008,individuel,9,0,39.3665,winner_share_proxy_2008
17292,2014,individuel,12,0,30.4348,seat_cutoff_model
17292,2020,individuel,24,0,3.0651,seat_cutoff_rne_real
17293,2008,individuel,11,0,25.3602,winner_share_proxy_2008
17293,2014,individuel,15,1,,seat_cutoff_model
17293,2020,individuel,19,0,50.0,seat_cutoff_rne_real
17294,2008,individuel,11,0,3.1579,winner_share_proxy_2008
17294,2014,individuel,11,1,,seat_cutoff_model
17294,2020,individuel,11,1,,seat_cutoff_rne_real
17295,2008,individuel,11,0,9.0909,winner_share_proxy_2008
17295,2014,individuel,11,1,,seat_cutoff_model
17295,2020,individuel,19,1,,seat_cutoff_rne_real
17296,2008,individuel,15,0,2.2044,winner_share_proxy_2008
17297,2008,individuel,19,0,4.1525,winner_share_proxy_2008
17298,2008,individuel,3,0,42.7293,winner_share_proxy_2008
17298,2014,individuel,22,0,0.0,seat_cutoff_model
17298,2020,individuel,15,1,,seat_cutoff_rne_real
17301,2008,individuel,9,0,13.7931,winner_share_proxy_2008
17301,2014,individuel,1,1,,seat_cutoff_model
17301,2020,individuel,7,0,2.5641,seat_cutoff_rne_real
17302,2008,individuel,15,0,4.886,winner_share_proxy_2008
17302,2014,individuel,15,1,,seat_cutoff_model
17302,2020,individuel,15,1,,seat_cutoff_rne_real
17303,2008,individuel,15,0,15.5738,winner_share_proxy_2008
17304,2008,individuel,11,0,13.9456,winner_share_proxy_2008
17304,2014,individuel,15,0,9.0909,seat_cutoff_model
17304,2020,individuel,11,1,,seat_cutoff_rne_real
17305,2008,individuel,11,0,11.5672,winner_share_proxy_2008
17305,2014,individuel,17,0,40.613,seat_cutoff_model
17305,2020,individuel,11,1,,seat_cutoff_rne_real
17307,2008,individuel,9,0,44.5513,winner_share_proxy_2008
17308,2008,individuel,17,0,33.9798,winner_share_proxy_2008
17309,2008,individuel,19,0,38.7246,winner_share_proxy_2008
17310,2008,individuel,14,0,40.2863,winner_share_proxy_2008
17310,2014,individuel,15,1,,seat_cutoff_model
17311,2008,individuel,5,0,44.4109,winner_share_proxy_2008
17312,2008,individuel,13,0,43.6975,winner_share_proxy_2008
17312,2014,individuel,19,0,19.1268,seat_cutoff_model
17312,2020,individuel,15,1,,seat_cutoff_rne_real
17313,2008,individuel,11,0,23.8494,winner_share_proxy_2008
17313,2014,individuel,22,0,27.459,seat_cutoff_model
17313,2020,individuel,11,1,,seat_cutoff_rne_real
17314,2008,individuel,15,0,4.5455,winner_share_proxy_2008
17314,2014,individuel,15,1,,seat_cutoff_model
17314,2020,individuel,2,1,,seat_cutoff_rne_real
17315,2008,individuel,15,0,2.4444,winner_share_proxy_2008
17316,2008,individuel,11,0,17.1429,winner_share_proxy_2008
17316,2014,individuel,9,1,,seat_cutoff_model
17316,2020,individuel,11,1,,seat_cutoff_rne_real
17317,2008,individuel,15,0,15.7556,winner_share_proxy_2008
17317,2014,individuel,15,1,,seat_cutoff_model
17317,2020,individuel,15,1,,seat_cutoff_rne_real
17318,2008,individuel,13,0,38.755,winner_share_proxy_2008
17318,2014,individuel,30,0,13.8833,seat_cutoff_model
17318,2020,individuel,30,0,13.4904,seat_cutoff_rne_real
17319,2008,individuel,11,0,8.6957,winner_share_proxy_2008
17319,2014,individuel,11,1,,seat_cutoff_model
17319,2020,individuel,11,1,,seat_cutoff_rne_real
17320,2008,individuel,11,0,15.7895,winner_share_proxy_2008
17320,2014,individuel,11,1,,seat_cutoff_model
17320,2020,individuel,12,0,58.7097,seat_cutoff_rne_real
17321,2008,individuel,11,0,6.7669,winner_share_proxy_2008
17321,2014,individuel,11,1,,seat_cutoff_model
17321,2020,individuel,11,1,,seat_cutoff_rne_real
17322,2008,individuel,11,0,35.9184,winner_share_proxy_2008
17322,2014,individuel,15,1,,seat_cutoff_model
17322,2020,individuel,19,0,0.0,seat_cutoff_rne_real
17323,2008,individuel,15,0,30.3743,winner_share_proxy_2008
17324,2008,individuel,8,0,25.974,winner_share_proxy_2008
17324,2014,individuel,18,0,4.3011,seat_cutoff_model
17324,2020,individuel,11,0,1.3333,seat_cutoff_rne_real
17325,2008,individuel,15,0,8.0925,winner_share_proxy_2008
17325,2014,individuel,22,0,0.0,seat_cutoff_model
17325,2020,individuel,17,0,50.2242,seat_cutoff_rne_real
17326,2008,individuel,11,0,7.9545,winner_share_proxy_2008
17326,2014,individuel,12,0,16.568,seat_cutoff_model
17326,2020,individuel,11,1,,seat_cutoff_rne_real
17327,2008,individuel,11,0,22.4852,winner_share_proxy_2008
17327,2014,individuel,12,0,30.3448,seat_cutoff_model
17327,2020,individuel,2,1,,seat_cutoff_rne_real
17328,2008,individuel,11,0,42.9412,winner_share_proxy_2008
17328,2014,individuel,20,0,0.0,seat_cutoff_model
17328,2020,individuel,26,0,7.1429,seat_cutoff_rne_real
17329,2008,individuel,11,0,3.3898,winner_share_proxy_2008
17329,2014,individuel,11,1,,seat_cutoff_model
17329,2020,individuel,11,1,,seat_cutoff_rne_real
17330,2008,individuel,15,0,29.9242,winner_share_proxy_2008
17331,2008,individuel,15,0,9.8696,winner_share_proxy_2008
17332,2008,individuel,11,0,12.9707,winner_share_proxy_2008
17332,2014,individuel,15,0,14.6119,seat_cutoff_model
17332,2020,individuel,12,0,64.4172,seat_cutoff_rne_real
17334,2008,individuel,9,0,18.8811,winner_share_proxy_2008
17334,2014,individuel,7,1,,seat_cutoff_model
17334,2020,individuel,11,1,,seat_cutoff_rne_real
17335,2008,individuel,8,0,42.515,winner_share_proxy_2008
17335,2014,individuel,22,0,22.9299,seat_cutoff_model
17335,2020,individuel,22,0,0.0,seat_cutoff_rne_real
17336,2008,individuel,23,0,39.0592,winner_share_proxy_2008
17338,2008,individuel,15,0,6.0526,winner_share_proxy_2008
17339,2008,individuel,15,0,3.7936,winner_share_proxy_2008
17340,2008,individuel,15,0,25.265,winner_share_proxy_2008
17341,2008,individuel,11,0,8.8,winner_share_proxy_2008
17341,2014,individuel,11,1,,seat_cutoff_model
17341,2020,individuel,10,1,,seat_cutoff_rne_real
17342,2008,individuel,11,0,25.0,winner_share_proxy_2008
17342,2014,individuel,12,0,5.5814,seat_cutoff_model
17342,2020,individuel,11,0,1.9481,seat_cutoff_rne_real
17343,2008,individuel,11,0,11.4286,winner_share_proxy_2008
17343,2014,individuel,11,1,,seat_cutoff_model
17343,2020,individuel,11,1,,seat_cutoff_rne_real
17344,2008,individuel,14,0,36.246,winner_share_proxy_2008
17345,2008,individuel,11,0,12.7907,winner_share_proxy_2008
17345,2014,individuel,12,0,18.9815,seat_cutoff_model
17345,2020,individuel,11,1,,seat_cutoff_rne_real
17346,2008,individuel,15,0,31.7841,winner_share_proxy_2008
17348,2008,individuel,14,0,37.0861,winner_share_proxy_2008
17348,2014,individuel,16,0,47.5472,seat_cutoff_model
17348,2020,individuel,15,1,,seat_cutoff_rne_real
17349,2008,individuel,19,0,15.8889,winner_share_proxy_2008
17350,2008,individuel,12,0,41.637,winner_share_proxy_2008
17350,2014,individuel,15,1,,seat_cutoff_model
17350,2020,individuel,30,0,1.1236,seat_cutoff_rne_real
17351,2008,individuel,1,1,,winner_share_proxy_2008
17353,2008,individuel,19,0,29.878,winner_share_proxy_2008
17354,2008,individuel,15,0,9.8361,winner_share_proxy_2008
17354,2014,individuel,18,0,0.0,seat_cutoff_model
17354,2020,individuel,27,0,22.2973,seat_cutoff_rne_real
17355,2008,individuel,11,0,11.6541,winner_share_proxy_2008
17355,2014,individuel,15,1,,seat_cutoff_model
17355,2020,individuel,15,0,0.5814,seat_cutoff_rne_real
17356,2008,individuel,11,0,6.8421,winner_share_proxy_2008
17356,2014,individuel,14,0,2.2346,seat_cutoff_model
17356,2020,individuel,16,0,1.7544,seat_cutoff_rne_real
17357,2008,individuel,15,0,6.2284,winner_share_proxy_2008
17357,2014,individuel,23,0,16.609,seat_cutoff_model
17357,2020,individuel,27,0,36.5759,seat_cutoff_rne_real
17358,2008,individuel,11,0,5.0,winner_share_proxy_2008
17358,2014,individuel,11,1,,seat_cutoff_model
17358,2020,individuel,11,1,,seat_cutoff_rne_real
17359,2008,individuel,15,0,5.8,winner_share_proxy_2008
17360,2008,individuel,21,0,45.6321,winner_share_proxy_2008
17361,2008,individuel,11,0,4.5977,winner_share_proxy_2008
17361,2014,individuel,22,0,9.7826,seat_cutoff_model
17361,2020,individuel,9,1,,seat_cutoff_rne_real
17362,2008,individuel,11,0,2.2556,winner_share_proxy_2008
17362,2014,individuel,11,1,,seat_cutoff_model
17362,2020,individuel,13,0,0.0,seat_cutoff_rne_real
17363,2008,individuel,1,1,,winner_share_proxy_2008
17363,2014,individuel,22,0,39.759,seat_cutoff_model
17363,2020,individuel,15,1,,seat_cutoff_rne_real
17364,2008,individuel,10,0,10.7843,winner_share_proxy_2008
17364,2014,individuel,14,0,11.4035,seat_cutoff_model
17364,2020,individuel,11,1,,seat_cutoff_rne_real
17365,2008,individuel,11,0,39.8649,winner_share_proxy_2008
17365,2014,individuel,30,0,0.3268,seat_cutoff_model
17365,2020,individuel,22,0,50.0,seat_cutoff_rne_real
17366,2008,individuel,11,0,4.7826,winner_share_proxy_2008
17366,2014,individuel,11,1,,seat_cutoff_model
17366,2020,individuel,22,0,11.4173,seat_cutoff_rne_real
17367,2008,individuel,11,0,7.619,winner_share_proxy_2008
17367,2014,individuel,11,1,,seat_cutoff_model
17367,2020,individuel,2,1,,seat_cutoff_rne_real
17372,2008,individuel,9,0,4.0,winner_share_proxy_2008
17372,2014,individuel,7,1,,seat_cutoff_model
17372,2020,individuel,7,1,,seat_cutoff_rne_real
17373,2008,individuel,19,0,26.7857,winner_share_proxy_2008
17374,2008,individuel,11,0,17.2932,winner_share_proxy_2008
17374,2014,individuel,20,0,13.245,seat_cutoff_model
17374,2020,individuel,14,0,0.0,seat_cutoff_rne_real
17375,2008,individuel,15,0,34.2056,winner_share_proxy_2008
17376,2008,individuel,15,0,34.8673,winner_share_proxy_2008
17377,2008,individuel,11,0,8.642,winner_share_proxy_2008
17377,2014,individuel,11,1,,seat_cutoff_model
17377,2020,individuel,11,1,,seat_cutoff_rne_real
17378,2008,individuel,11,0,13.253,winner_share_proxy_2008
17378,2014,individuel,12,0,36.8421,seat_cutoff_model
17378,2020,individuel,13,0,40.6593,seat_cutoff_rne_real
17379,2008,individuel,11,0,2.7027,winner_share_proxy_2008
17379,2014,individuel,11,1,,seat_cutoff_model
17379,2020,individuel,11,1,,seat_cutoff_rne_real
17381,2008,individuel,11,0,5.8394,winner_share_proxy_2008
17381,2014,individuel,11,1,,seat_cutoff_model
17381,2020,individuel,11,1,,seat_cutoff_rne_real
17382,2008,individuel,11,0,43.6482,winner_share_proxy_2008
17382,2014,individuel,22,0,0.0,seat_cutoff_model
17382,2020,individuel,29,0,21.0345,seat_cutoff_rne_real
17383,2008,individuel,11,0,20.1878,winner_share_proxy_2008
17383,2014,individuel,11,1,,seat_cutoff_model
17383,2020,individuel,11,1,,seat_cutoff_rne_real
17384,2008,individuel,11,0,8.5714,winner_share_proxy_2008
17384,2014,individuel,13,0,29.0076,seat_cutoff_model
17384,2020,individuel,12,0,9.3023,seat_cutoff_rne_real
17386,2008,individuel,11,0,10.1604,winner_share_proxy_2008
17386,2014,individuel,11,1,,seat_cutoff_model
17386,2020,individuel,17,0,19.8795,seat_cutoff_rne_real
17388,2008,individuel,7,0,33.9506,winner_share_proxy_2008
17388,2014,individuel,8,1,,seat_cutoff_model
17388,2020,individuel,3,1,,seat_cutoff_rne_real
17389,2008,individuel,11,0,36.7213,winner_share_proxy_2008
17389,2014,individuel,24,0,29.5681,seat_cutoff_model
17389,2020,individuel,15,1,,seat_cutoff_rne_real
17390,2008,individuel,11,0,17.3913,winner_share_proxy_2008
17390,2014,individuel,11,1,,seat_cutoff_model
17390,2020,individuel,9,1,,seat_cutoff_rne_real
17391,2008,individuel,19,0,37.4308,winner_share_proxy_2008
17393,2008,individuel,15,0,38.3961,winner_share_proxy_2008
17394,2008,individuel,15,0,23.3193,winner_share_proxy_2008
17394,2014,individuel,15,1,,seat_cutoff_model
17394,2020,individuel,15,1,,seat_cutoff_rne_real
17395,2008,individuel,15,0,4.0984,winner_share_proxy_2008
17395,2014,individuel,15,0,1.0989,seat_cutoff_model
17395,2020,individuel,22,0,1.9157,seat_cutoff_rne_real
17396,2008,individuel,15,0,36.351,winner_share_proxy_2008
17398,2008,individuel,11,0,5.8252,winner_share_proxy_2008
17398,2014,individuel,11,1,,seat_cutoff_model
17398,2020,individuel,11,1,,seat_cutoff_rne_real
17400,2008,individuel,13,0,44.1011,winner_share_proxy_2008
17400,2014,individuel,15,1,,seat_cutoff_model
17400,2020,individuel,15,1,,seat_cutoff_rne_real
17401,2008,individuel,9,0,1.1628,winner_share_proxy_2008
17401,2014,individuel,2,1,,seat_cutoff_model
17401,2020,individuel,7,1,,seat_cutoff_rne_real
17402,2008,individuel,11,0,5.102,winner_share_proxy_2008
17402,2014,individuel,12,0,46.2264,seat_cutoff_model
17402,2020,individuel,12,0,28.9157,seat_cutoff_rne_real
17403,2008,individuel,15,0,2.8902,winner_share_proxy_2008
17403,2014,individuel,15,1,,seat_cutoff_model
17403,2020,individuel,15,1,,seat_cutoff_rne_real
17404,2008,individuel,11,0,19.0476,winner_share_proxy_2008
17404,2014,individuel,16,0,8.9041,seat_cutoff_model
17404,2020,individuel,16,0,0.0,seat_cutoff_rne_real
17405,2008,individuel,11,0,31.5385,winner_share_proxy_2008
17405,2014,individuel,19,0,2.3077,seat_cutoff_model
17405,2020,individuel,22,0,13.3333,seat_cutoff_rne_real
17406,2008,individuel,11,0,23.6453,winner_share_proxy_2008
17406,2014,individuel,22,0,8.3019,seat_cutoff_model
17406,2020,individuel,22,0,0.3584,seat_cutoff_rne_real
17407,2008,individuel,23,0,1.4416,winner_share_proxy_2008
17408,2008,individuel,15,0,29.8137,winner_share_proxy_2008
17408,2014,individuel,30,0,22.108,seat_cutoff_model
17408,2020,individuel,15,1,,seat_cutoff_rne_real
17409,2008,individuel,23,0,4.8314,winner_share_proxy_2008
17410,2008,individuel,15,0,5.3073,winner_share_proxy_2008
17410,2014,individuel,15,1,,seat_cutoff_model
17410,2020,individuel,34,0,16.8831,seat_cutoff_rne_real
17411,2008,individuel,9,0,46.8298,winner_share_proxy_2008
17412,2008,individuel,15,0,45.6193,winner_share_proxy_2008
17412,2014,individuel,15,1,,seat_cutoff_model
17412,2020,individuel,15,1,,seat_cutoff_rne_real
17413,2008,individuel,15,0,33.0233,winner_share_proxy_2008
17416,2008,individuel,9,0,5.1282,winner_share_proxy_2008
17416,2014,individuel,7,1,,seat_cutoff_model
17416,2020,individuel,9,0,38.8889,seat_cutoff_rne_real
17417,2008,individuel,11,0,5.7692,winner_share_proxy_2008
17417,2014,individuel,11,1,,seat_cutoff_model
17417,2020,individuel,11,1,,seat_cutoff_rne_real
17418,2008,individuel,15,0,5.0676,winner_share_proxy_2008
17418,2014,individuel,15,1,,seat_cutoff_model
17418,2020,individuel,15,1,,seat_cutoff_rne_real
17422,2008,individuel,11,0,6.0606,winner_share_proxy_2008
17422,2014,individuel,8,0,27.3973,seat_cutoff_model
17422,2020,individuel,14,0,7.0423,seat_cutoff_rne_real
17423,2008,individuel,8,0,10.4167,winner_share_proxy_2008
17423,2014,individuel,9,0,0.0,seat_cutoff_model
17423,2020,individuel,14,0,12.5,seat_cutoff_rne_real
17424,2008,individuel,11,0,28.4024,winner_share_proxy_2008
17424,2014,individuel,11,1,,seat_cutoff_model
17424,2020,individuel,11,1,,seat_cutoff_rne_real
17425,2008,individuel,19,0,37.0208,winner_share_proxy_2008
17426,2008,individuel,11,0,17.5182,winner_share_proxy_2008
17426,2014,individuel,18,0,35.5072,seat_cutoff_model
17426,2020,individuel,11,1,,seat_cutoff_rne_real
17427,2008,individuel,10,0,35.0427,winner_share_proxy_2008
17427,2014,individuel,14,0,0.6711,seat_cutoff_model
17427,2020,individuel,12,0,42.7184,seat_cutoff_rne_real
17428,2008,individuel,14,0,11.4865,winner_share_proxy_2008
17428,2014,individuel,15,1,,seat_cutoff_model
17428,2020,individuel,15,1,,seat_cutoff_rne_real
17429,2008,individuel,15,0,1.4019,winner_share_proxy_2008
17430,2008,individuel,11,0,13.2159,winner_share_proxy_2008
17430,2014,individuel,22,0,2.6022,seat_cutoff_model
17430,2020,individuel,13,0,0.495,seat_cutoff_rne_real
17431,2008,individuel,15,0,3.8674,winner_share_proxy_2008
17431,2014,individuel,15,1,,seat_cutoff_model
17431,2020,individuel,15,1,,seat_cutoff_rne_real
17432,2008,individuel,11,0,10.5042,winner_share_proxy_2008
17432,2014,individuel,16,0,0.0,seat_cutoff_model
17432,2020,individuel,22,0,7.489,seat_cutoff_rne_real
17433,2008,individuel,11,0,6.1538,winner_share_proxy_2008
17433,2014,individuel,11,1,,seat_cutoff_model
17433,2020,individuel,11,1,,seat_cutoff_rne_real
17435,2008,individuel,11,0,18.0851,winner_share_proxy_2008
17435,2014,individuel,12,0,3.0,seat_cutoff_model
17435,2020,individuel,11,1,,seat_cutoff_rne_real
17436,2008,individuel,15,0,42.1176,winner_share_proxy_2008
17436,2014,individuel,30,0,7.1611,seat_cutoff_model
17436,2020,individuel,15,1,,seat_cutoff_rne_real
17437,2008,individuel,9,0,4.9383,winner_share_proxy_2008
17437,2014,individuel,14,0,0.9091,seat_cutoff_model
17437,2020,individuel,12,0,0.0,seat_cutoff_rne_real
17438,2008,individuel,11,0,2.9762,winner_share_proxy_2008
17438,2014,individuel,11,1,,seat_cutoff_model
17438,2020,individuel,13,0,18.3099,seat_cutoff_rne_real
17439,2008,individuel,15,0,5.0633,winner_share_proxy_2008
17439,2014,individuel,31,0,12.25,seat_cutoff_model
17439,2020,individuel,15,1,,seat_cutoff_rne_real
17440,2008,individuel,7,0,43.5897,winner_share_proxy_2008
17440,2014,individuel,13,0,0.0,seat_cutoff_model
17440,2020,individuel,11,1,,seat_cutoff_rne_real
17441,2008,individuel,15,0,19.8246,winner_share_proxy_2008
17442,2008,individuel,11,0,7.0175,winner_share_proxy_2008
17442,2014,individuel,11,1,,seat_cutoff_model
17442,2020,individuel,11,1,,seat_cutoff_rne_real
17443,2008,individuel,14,0,43.7956,winner_share_proxy_2008
17444,2008,individuel,15,0,35.5524,winner_share_proxy_2008
17445,2008,individuel,10,0,41.8367,winner_share_proxy_2008
17445,2014,individuel,11,1,,seat_cutoff_model
17445,2020,individuel,11,1,,seat_cutoff_rne_real
17446,2008,individuel,11,0,14.8014,winner_share_proxy_2008
17446,2014,individuel,22,0,2.214,seat_cutoff_model
17446,2020,individuel,11,1,,seat_cutoff_rne_real
17447,2008,individuel,15,0,15.6415,winner_share_proxy_2008
17448,2008,individuel,5,0,46.9388,winner_share_proxy_2008
17450,2008,individuel,11,0,3.4014,winner_share_proxy_2008
17450,2014,individuel,11,1,,seat_cutoff_model
17450,2020,individuel,11,1,,seat_cutoff_rne_real
17451,2008,individuel,9,0,37.3541,winner_share_proxy_2008
17451,2014,individuel,15,1,,seat_cutoff_model
17451,2020,individuel,15,1,,seat_cutoff_rne_real
17453,2008,individuel,15,0,3.9216,winner_share_proxy_2008
17454,2008,individuel,11,0,6.6351,winner_share_proxy_2008
17454,2014,individuel,16,0,0.0,seat_cutoff_model
17454,2020,individuel,15,0,29.6651,seat_cutoff_rne_real
17455,2008,individuel,14,0,34.0974,winner_share_proxy_2008
17455,2014,individuel,15,1,,seat_cutoff_model
17455,2020,individuel,24,0,0.0,seat_cutoff_rne_real
17457,2008,individuel,15,0,31.8878,winner_share_proxy_2008
17457,2014,individuel,25,0,19.25,seat_cutoff_model
17458,2008,individuel,11,0,26.2712,winner_share_proxy_2008
17458,2014,individuel,11,1,,seat_cutoff_model
17458,2020,individuel,11,1,,seat_cutoff_rne_real
17459,2008,individuel,15,0,8.8968,winner_share_proxy_2008
17459,2014,individuel,16,0,58.9474,seat_cutoff_model
17459,2020,individuel,15,1,,seat_cutoff_rne_real
17460,2008,individuel,15,0,34.5291,winner_share_proxy_2008
17460,2014,individuel,15,1,,seat_cutoff_model
17460,2020,individuel,15,1,,seat_cutoff_rne_real
17462,2008,individuel,15,0,22.2222,winner_share_proxy_2008
17462,2014,individuel,15,1,,seat_cutoff_model
17462,2020,individuel,15,1,,seat_cutoff_rne_real
17464,2008,individuel,11,0,46.087,winner_share_proxy_2008
17464,2014,individuel,22,0,10.7438,seat_cutoff_model
17464,2020,individuel,2,1,,seat_cutoff_rne_real
17465,2008,individuel,15,0,30.3725,winner_share_proxy_2008
17465,2014,individuel,15,1,,seat_cutoff_model
17465,2020,individuel,15,1,,seat_cutoff_rne_real
17466,2008,individuel,19,0,7.0365,winner_share_proxy_2008
17467,2008,individuel,11,0,9.6491,winner_share_proxy_2008
17467,2014,individuel,11,1,,seat_cutoff_model
17467,2020,individuel,11,1,,seat_cutoff_rne_real
17468,2008,individuel,5,0,17.2414,winner_share_proxy_2008
17468,2014,individuel,11,1,,seat_cutoff_model
17468,2020,individuel,21,0,28.5714,seat_cutoff_rne_real
17469,2008,individuel,15,0,13.3065,winner_share_proxy_2008
17469,2014,individuel,15,1,,seat_cutoff_model
17469,2020,individuel,15,1,,seat_cutoff_rne_real
